Parent	Type	Child	Weight	Probability	Score
NR5A1	+	WT1pKTS	0.052796	0.017046	0.000994
WT1pKTS	+	WT1pKTS	0.556122	1.000000	0.613957
FOXL2	+	WT1pKTS	0.058805	0.105135	0.006825
UGR	+	WT1pKTS	0.073917	0.036698	0.002995
SOX9	+	WT1pKTS	0.010941	0.076062	0.000919
GATA4	+	WT1pKTS	0.403111	1.000000	0.445033
DMRT1	+	FOXL2	0.031824	0.088889	0.003123
FGF9	-	FOXL2	-0.021128	0.067483	-0.001574
RSPO1	+	FOXL2	0.046297	0.075944	0.003882
DHH	+	FOXL2	0.077009	0.096072	0.008168
CTNNB1	+	FOXL2	0.082688	0.094423	0.008620
PGD2	+	FOXL2	0.037344	0.075658	0.003119
WT1mKTS	+	FOXL2	0.509239	0.998240	0.561208
SRY	-	FOXL2	-0.045210	0.089174	-0.004451
DKK1	+	FOXL2	0.082920	0.110225	0.010090
WNT4	+	FOXL2	0.026838	0.068236	0.002022
CBX2	+	FOXL2	0.138622	0.142133	0.021752
AMH	-	FOXL2	-0.056649	0.080741	-0.005050
NR0B1	-	FOXL2	-0.017456	0.064034	-0.001234
NR5A1	-	FOXL2	-0.089693	0.108502	-0.010744
WT1pKTS	+	FOXL2	0.062112	0.122150	0.008376
FOXL2	+	FOXL2	0.128504	0.107583	0.015263
UGR	+	FOXL2	0.217151	0.364171	0.087304
SOX9	+	FOXL2	0.062464	0.094583	0.006522
GATA4	-	FOXL2	-0.269936	0.340919	-0.101597
DMRT1	-	UGR	-0.045494	0.089164	-0.004478
FGF9	+	UGR	0.040572	0.080105	0.003588
RSPO1	+	UGR	0.024792	0.050563	0.001384
DHH	+	UGR	0.032818	0.076542	0.002773
CTNNB1	-	UGR	-0.039889	0.057075	-0.002513
PGD2	+	UGR	0.078509	0.099478	0.008622
WT1mKTS	+	UGR	0.702621	0.999999	0.775690
SRY	-	UGR	-0.485680	0.999995	-0.536186
DKK1	-	UGR	-0.050015	0.091301	-0.005041
WNT4	-	UGR	-0.020212	0.061752	-0.001378
CBX2	+	UGR	0.298700	0.650335	0.214457
AMH	+	UGR	0.014931	0.068063	0.001122
NR0B1	+	UGR	0.001510	0.063608	0.000106
NR5A1	+	UGR	0.001721	0.092262	0.000175
WT1pKTS	-	UGR	-0.414231	0.804272	-0.367801
FOXL2	+	UGR	0.312472	0.474793	0.163788
UGR	+	UGR	0.905800	1.000000	1.000000
SOX9	-	UGR	-0.087606	0.100547	-0.009725
GATA4	+	UGR	0.280932	0.426230	0.132194
DMRT1	+	SOX9	0.366427	0.004891	0.001978
FGF9	+	SOX9	0.211157	0.050127	0.011685
RSPO1	-	SOX9	-0.110932	0.152276	-0.018649
DHH	-	SOX9	-0.006757	0.074702	-0.000557
CTNNB1	+	SOX9	0.011719	0.042470	0.000549
PGD2	+	SOX9	0.129467	0.069919	0.009994
WT1mKTS	+	SOX9	0.154845	0.025523	0.004363
SRY	+	SOX9	0.218394	0.014850	0.003580
DKK1	+	SOX9	0.162898	0.040924	0.007360
WNT4	-	SOX9	-0.315207	0.999455	-0.347797
CBX2	-	SOX9	-0.140103	0.264725	-0.040946
AMH	+	SOX9	0.201940	0.050483	0.011255
NR0B1	+	SOX9	0.144998	0.049778	0.007968
NR5A1	+	SOX9	0.422770	0.000255	0.000119
WT1pKTS	-	SOX9	-0.031500	0.148995	-0.005181
FOXL2	-	SOX9	-0.081898	0.089936	-0.008132
UGR	-	SOX9	-0.035602	0.076209	-0.002995
SOX9	+	SOX9	0.479821	0.086648	0.045899
GATA4	-	SOX9	-0.065898	0.205615	-0.014959
DMRT1	+	GATA4	0.019701	0.075473	0.001642
FGF9	+	GATA4	0.019806	0.078821	0.001723
RSPO1	+	GATA4	0.038579	0.078933	0.003362
DHH	+	GATA4	0.028046	0.078490	0.002430
CTNNB1	-	GATA4	-0.004716	0.046047	-0.000240
PGD2	+	GATA4	0.021657	0.078992	0.001889
WT1mKTS	+	GATA4	0.420429	1.000000	0.464152
SRY	+	GATA4	0.050788	0.028924	0.001622
DKK1	+	GATA4	0.024977	0.070666	0.001949
WNT4	+	GATA4	0.033424	0.069187	0.002553
CBX2	+	GATA4	0.025119	0.076032	0.002108
AMH	-	GATA4	-0.009906	0.080329	-0.000879
NR0B1	+	GATA4	0.040497	0.048541	0.002170
NR5A1	+	GATA4	0.044143	0.028205	0.001375
WT1pKTS	+	GATA4	0.363882	1.000000	0.401725
FOXL2	+	GATA4	0.039976	0.089587	0.003954
UGR	+	GATA4	0.085198	0.039857	0.003749
SOX9	+	GATA4	0.011406	0.076188	0.000959
GATA4	+	GATA4	0.547826	1.000000	0.604798
