gene_symbol,reference_gene_id
spe-44,WBGene00007732
spr-1,WBGene00005006
sptf-1,WBGene00009743
sptf-2,WBGene00011926
sptf-3,WBGene00012735
sta-1,WBGene00013111
sta-2,WBGene00010251
sup-46,WBGene00045383
svh-5,WBGene00006462
swsn-1,WBGene00004203
swsn-3,WBGene00022182
swsn-7,WBGene00007433
syd-9,WBGene00044068
T03G11.3,WBGene00020196
T10B5.10,WBGene00020396
T13F2.2,WBGene00011743
T18D3.7,WBGene00011824
T20F7.1,WBGene00020630
T22C8.3,WBGene00011924
T27A8.2,WBGene00012074
tab-1,WBGene00006380
tag-68,WBGene00006445
tbx-11,WBGene00006547
tbx-2,WBGene00006543
tbx-30,WBGene00006549
tbx-31,WBGene00006550
tbx-32,WBGene00006551
tbx-33,WBGene00006552
tbx-34,WBGene00006553
tbx-35,WBGene00006554
tbx-36,WBGene00006555
tbx-37,WBGene00006556
tbx-38,WBGene00006557
tbx-39,WBGene00006558
tbx-40,WBGene00006559
tbx-41,WBGene00006560
tbx-42,WBGene00022000
tbx-43,WBGene00044798
tbx-7,WBGene00006544
tbx-8,WBGene00006545
tbx-9,WBGene00006546
tra-1,WBGene00006604
tra-4,WBGene00018740
ttx-1,WBGene00006652
ttx-3,WBGene00006654
tub-1,WBGene00006655
tub-2,WBGene00022139
unc-120,WBGene00006844
unc-130,WBGene00006853
unc-3,WBGene00006743
unc-30,WBGene00006766
unc-39,WBGene00006775
unc-4,WBGene00006744
unc-42,WBGene00006778
unc-55,WBGene00006790
unc-62,WBGene00006796
unc-86,WBGene00006818
unc-98,WBGene00006827
vab-15,WBGene00006881
vab-3,WBGene00006870
vab-7,WBGene00006873
W02D7.6,WBGene00020942
xbp-1,WBGene00006959
xpa-1,WBGene00006963
Y111B2A.10,WBGene00013734
Y116A8C.13,WBGene00013792
Y116A8C.19,WBGene00013796
Y22D7AL.15,WBGene00021253
Y37D8A.26,WBGene00012561
Y37D8A.6,WBGene00012548
Y37D8A.8,WBGene00012549
Y37E11B.1,WBGene00021374
Y37H9A.3,WBGene00012578
Y40H7A.11,WBGene00012748
Y41C4A.11,WBGene00012757
Y48C3A.12,WBGene00012994
Y48G8AL.10,WBGene00021689
Y48G9A.11,WBGene00021704
Y50E8A.12,WBGene00013055
Y53H1A.2,WBGene00013178
Y55F3AM.14,WBGene00021931
Y56A3A.28,WBGene00013240
Y5F2A.4,WBGene00012385
Y67D8B.2,WBGene00022062
Y67H2A.10,WBGene00013465
Y87G2A.18,WBGene00013604
Y87G2A.19,WBGene00044260
zag-1,WBGene00006970
ZC247.1,WBGene00013859
zfh-2,WBGene00022518
zfp-2,WBGene00009448
zgpa-1,WBGene00016383
zip-11,WBGene00021082
zip-2,WBGene00019327
zip-3,WBGene00012330
zip-7,WBGene00013100
ZK1067.2,WBGene00014208
ZK177.11,WBGene00044390
ZK177.3,WBGene00022671
ZK546.5,WBGene00022762
ZK686.5,WBGene00022795
ztf-11,WBGene00009939
ztf-14,WBGene00010936
ztf-15,WBGene00011066
ztf-16,WBGene00019960
ztf-2,WBGene00008762
ztf-23,WBGene00021846
ztf-25,WBGene00012405
ztf-26,WBGene00010137
ztf-27,WBGene00011661
ztf-28,WBGene00018099
ztf-3,WBGene00016905
ztf-30,WBGene00015523
ztf-6,WBGene00012317
ztf-7,WBGene00009772
