gene_symbol,reference_gene_id
CG17803,FBgn0038547
CG17806,FBgn0038548
CG17829,FBgn0025635
CG1792,FBgn0039860
CG18011,FBgn0033491
CG18262,FBgn0030012
CG18265,FBgn0036725
CG18476,FBgn0037931
CG18599,FBgn0038592
CG18764,FBgn0042205
CG1965,FBgn0037466
CG2116,FBgn0030003
CG2120,FBgn0030005
CG2129,FBgn0030008
CG2199,FBgn0035213
CG2202,FBgn0030240
CG2678,FBgn0014931
CG2712,FBgn0024975
CG2889,FBgn0030206
CG30020,FBgn0050020
CG30195,FBgn0050195
CG30196,FBgn0050196
CG30269,FBgn0050269
CG30273,FBgn0050273
CG3032,FBgn0029928
CG30431,FBgn0050431
CG3065,FBgn0034946
CG3104,FBgn0031473
CG31224,FBgn0051224
CG31365,FBgn0051365
CG31388,FBgn0051388
CG31441,FBgn0051441
CG31612,FBgn0051612
CG32006,FBgn0052006
CG32121,FBgn0052121
CG32280,FBgn0052280
CG32532,FBgn0052532
CG32767,FBgn0052767
CG32772,FBgn0052772
CG3281,FBgn0260741
CG3328,FBgn0034985
CG33557,FBgn0053557
CG34031,FBgn0054031
CG3407,FBgn0031573
CG34367,FBgn0085396
CG34445,FBgn0085474
CG34446,FBgn0085475
CG3847,FBgn0029867
CG3995,FBgn0038472
CG4250,FBgn0034761
CG42565,FBgn0260767
CG42566,FBgn0260768
CG42726,FBgn0261679
CG42741,FBgn0261705
CG4282,FBgn0034114
CG4318,FBgn0030455
CG4328,FBgn0036274
CG43326,FBgn0263031
CG4360,FBgn0038787
CG43689,FBgn0263772
CG4374,FBgn0039078
CG44002,FBgn0264744
CG4424,FBgn0038765
CG4496,FBgn0031894
CG4557,FBgn0029912
CG46428,FBgn0286931
CG4707,FBgn0035036
CG4709,FBgn0032169
CG4730,FBgn0039355
CG4820,FBgn0037876
CG4854,FBgn0038766
CG4936,FBgn0038768
CG5245,FBgn0038047
CG5846,FBgn0032171
CG6254,FBgn0037794
CG6654,FBgn0038301
CG6689,FBgn0037877
CG6765,FBgn0035903
CG6769,FBgn0030878
CG6791,FBgn0037918
CG6808,FBgn0037921
CG6813,FBgn0037923
CG7101,FBgn0030963
CG7368,FBgn0036179
CG7386,FBgn0035691
CG7556,FBgn0030990
CG7691,FBgn0038626
CG7786,FBgn0034096
CG7839,FBgn0036124
CG7963,FBgn0037584
CG7987,FBgn0038244
CG8089,FBgn0033993
CG8159,FBgn0037619
CG8301,FBgn0037717
CG8319,FBgn0037722
CG8388,FBgn0034062
CG8478,FBgn0037746
CG8578,FBgn0030699
CG8765,FBgn0036900
CG8944,FBgn0030680
CG9175,FBgn0031779
CG9215,FBgn0030659
CG9609,FBgn0030787
CG9650,FBgn0029939
CG9705,FBgn0036661
CG9727,FBgn0037445
CG9876,FBgn0034821
CG9890,FBgn0034814
CHES-1-like,FBgn0029504
chinmo,FBgn0086758
chn,FBgn0015371
ci,FBgn0004859
cic,FBgn0262582
CkIIalpha-i1,FBgn0015025
Clamp,FBgn0032979
Clk,FBgn0023076
CNBP,FBgn0034802
cnc,FBgn0262975
comr,FBgn0034667
CoRest,FBgn0261573
Cp190,FBgn0000283
crc,FBgn0000370
CrebA,FBgn0004396
CrebB,FBgn0265784
Crg-1,FBgn0021738
crm,FBgn0000376
croc,FBgn0014143
crol,FBgn0020309
crp,FBgn0001994
ct,FBgn0004198
CTCF,FBgn0035769
cwo,FBgn0259938
cyc,FBgn0023094
D,FBgn0000411
D19A,FBgn0022935
D19B,FBgn0022699
da,FBgn0267821
dac,FBgn0005677
Dad,FBgn0020493
dar1,FBgn0263239
dati,FBgn0262636
Dbx,FBgn0261723
Deaf1,FBgn0013799
Dfd,FBgn0000439
Dif,FBgn0011274
dimm,FBgn0023091
dl,FBgn0260632
Dlip2,FBgn0040466
Dll,FBgn0000157
dmrt11E,FBgn0030477
dmrt93B,FBgn0038851
dmrt99B,FBgn0039683
Doc1,FBgn0028789
Doc2,FBgn0035956
Doc3,FBgn0035954
Dp,FBgn0011763
dpn,FBgn0010109
Dr,FBgn0000492
Dref,FBgn0015664
Drgx,FBgn0085369
drm,FBgn0024244
dsf,FBgn0015381
Dsp1,FBgn0278608
dsx,FBgn0000504
dve,FBgn0020307
dwg,FBgn0000520
dysf,FBgn0039411
E(spl)m3-HLH,FBgn0002609
E(spl)m5-HLH,FBgn0002631
E(spl)m7-HLH,FBgn0002633
E(spl)m8-HLH,FBgn0000591
E(spl)mbeta-HLH,FBgn0002733
E(spl)mdelta-HLH,FBgn0002734
E(spl)mgamma-HLH,FBgn0002735
E(var)3-9,FBgn0260243
E2f1,FBgn0011766
E2f2,FBgn0024371
E5,FBgn0008646
EcR,FBgn0000546
egg,FBgn0086908
Eip74EF,FBgn0000567
Eip75B,FBgn0000568
Eip78C,FBgn0004865
Eip93F,FBgn0264490
emc,FBgn0000575
ems,FBgn0000576
en,FBgn0000577
erm,FBgn0031375
ERR,FBgn0035849
esg,FBgn0001981
Ets21C,FBgn0005660
Ets65A,FBgn0005658
Ets96B,FBgn0039225
Ets97D,FBgn0004510
Ets98B,FBgn0005659
eve,FBgn0000606
ewg,FBgn0005427
exd,FBgn0000611
exex,FBgn0041156
ey,FBgn0005558
eyg,FBgn0000625
fd102C,FBgn0039937
fd19B,FBgn0031086
fd3F,FBgn0264954
fd59A,FBgn0004896
fd96Ca,FBgn0004897
fd96Cb,FBgn0004898
Fer1,FBgn0037475
Fer2,FBgn0038402
Fer3,FBgn0037937
fkh,FBgn0000659
FoxK,FBgn0036134
FoxL1,FBgn0004895
foxo,FBgn0038197
FoxP,FBgn0262477
fru,FBgn0004652
ftz,FBgn0001077
ftz-f1,FBgn0001078
Gas41,FBgn0031873
GATAd,FBgn0032223
GATAe,FBgn0038391
gce,FBgn0261703
gcm,FBgn0014179
gcm2,FBgn0019809
gem,FBgn0050011
gl,FBgn0004618
grau,FBgn0001133
grh,FBgn0259211
grn,FBgn0001138
gsb,FBgn0001148
gsb-n,FBgn0001147
Gsc,FBgn0010323
gt,FBgn0001150
h,FBgn0001168
H15,FBgn0016660
H2.0,FBgn0001170
ham,FBgn0045852
Hand,FBgn0032209
hang,FBgn0026575
hb,FBgn0001180
hbn,FBgn0008636
her,FBgn0001185
Hesr,FBgn0030899
Hey,FBgn0027788
HGTX,FBgn0040318
HHEX,FBgn0038852
hkb,FBgn0261434
HLH3B,FBgn0011276
HLH4C,FBgn0011277
HLH54F,FBgn0022740
Hmg-2,FBgn0026582
HmgD,FBgn0004362
HmgZ,FBgn0010228
Hmx,FBgn0264005
Hnf4,FBgn0004914
Hr3,FBgn0000448
Hr38,FBgn0014859
Hr39,FBgn0261239
Hr4,FBgn0264562
Hr51,FBgn0034012
Hr78,FBgn0015239
Hr83,FBgn0037436
Hr96,FBgn0015240
Hsf,FBgn0001222
hth,FBgn0001235
htk,FBgn0085451
ich,FBgn0286204
ind,FBgn0025776
inv,FBgn0001269
Irbp18,FBgn0036126
Jarid2,FBgn0036004
jim,FBgn0027339
Jra,FBgn0001291
jumu,FBgn0015396
Kah,FBgn0035144
kay,FBgn0001297
ken,FBgn0011236
Klf15,FBgn0025679
klu,FBgn0013469
kn,FBgn0001319
Kr,FBgn0001325
Kr-h1,FBgn0266450
ktub,FBgn0015721
l(1)sc,FBgn0002561
l(2)37Cc,FBgn0002031
l(2)gd1,FBgn0261983
l(3)neo38,FBgn0265276
lab,FBgn0002522
lbe,FBgn0011278
lbl,FBgn0008651
Lim1,FBgn0026411
Lim3,FBgn0002023
lin-28,FBgn0035626
lmd,FBgn0039039
lms,FBgn0034520
Lmx1a,FBgn0052105
lola,FBgn0283521
lov,FBgn0266129
luna,FBgn0040765
lz,FBgn0002576
M1BP,FBgn0037621
Mabi,FBgn0032493
Mad,FBgn0011648
maf-S,FBgn0034534
Maf1,FBgn0267861
mamo,FBgn0267033
Marcal1,FBgn0031655
Max,FBgn0017578
MBD-like,FBgn0027950
MBD-R2,FBgn0038016
Med,FBgn0011655
Mef2,FBgn0011656
Meics,FBgn0025874
Met,FBgn0002723
mid,FBgn0261963
mirr,FBgn0014343
Mitf,FBgn0263112
mld,FBgn0263490
Mnt,FBgn0023215
Mondo,FBgn0032940
mor,FBgn0002783
MTA1-like,FBgn0027951
MTF-1,FBgn0040305
mtTFB1,FBgn0261381
Myb,FBgn0002914
Myc,FBgn0262656
nau,FBgn0002922
nerfin-1,FBgn0028999
nerfin-2,FBgn0041105
net,FBgn0002931
Neu2,FBgn0037085
Nf-YA,FBgn0035993
Nf-YB,FBgn0032816
Nf-YC,FBgn0029905
NFAT,FBgn0030505
NfI,FBgn0042696
NK7.1,FBgn0024321
noc,FBgn0005771
nom,FBgn0037617
nub,FBgn0085424
Nulp1,FBgn0027549
Oaz,FBgn0284250
oc,FBgn0004102
odd,FBgn0002985
Odj,FBgn0038551
OdsH,FBgn0026058
Oli,FBgn0032651
onecut,FBgn0028996
opa,FBgn0003002
Opbp,FBgn0050443
Optix,FBgn0025360
org-1,FBgn0021767
osa,FBgn0261885
otp,FBgn0015524
ouib,FBgn0037618
ova,FBgn0032197
ovo,FBgn0003028
p53,FBgn0039044
pad,FBgn0038418
pan,FBgn0085432
pb,FBgn0051481
Pbp95,FBgn0037540
pdm2,FBgn0004394
pdm3,FBgn0261588
Pdp1,FBgn0016694
peb,FBgn0003053
PHDP,FBgn0025334
pho,FBgn0002521
phol,FBgn0035997
Phs,FBgn0036522
phtf,FBgn0028579
pita,FBgn0034878
Plzf,FBgn0032401
pnr,FBgn0003117
pnt,FBgn0003118
polybromo,FBgn0039227
Poxm,FBgn0003129
Poxn,FBgn0003130
Pph13,FBgn0023489
prd,FBgn0003145
Prdm13,FBgn0035687
pre-lola-G,FBgn0264817
prg,FBgn0285971
pros,FBgn0004595
ProtA,FBgn0013300
ProtB,FBgn0013301
Prtl99C,FBgn0039707
Psi,FBgn0014870
psq,FBgn0263102
Ptx1,FBgn0020912
Pur-alpha,FBgn0022361
pzg,FBgn0259785
ranshi,FBgn0037620
Rel,FBgn0014018
repo,FBgn0011701
REPTOR-BP,FBgn0032202
retn,FBgn0004795
Rfx,FBgn0020379
rgr,FBgn0267792
rib,FBgn0003254
rn,FBgn0267337
ro,FBgn0003267
run,FBgn0003300
RunxA,FBgn0083981
RunxB,FBgn0259162
Rx,FBgn0020617
sage,FBgn0037672
salm,FBgn0261648
salr,FBgn0000287
sc,FBgn0004170
Scr,FBgn0003339
scramb1,FBgn0052056
scro,FBgn0287186
scrt,FBgn0004880
sd,FBgn0003345
sens,FBgn0002573
sens-2,FBgn0051632
seq,FBgn0028991
shn,FBgn0003396
Sidpn,FBgn0032741
sim,FBgn0004666
Six4,FBgn0027364
slbo,FBgn0005638
slou,FBgn0002941
slp1,FBgn0003430
slp2,FBgn0004567
Smox,FBgn0025800
sna,FBgn0003448
so,FBgn0003460
sob,FBgn0004892
Sox100B,FBgn0024288
Sox102F,FBgn0039938
Sox14,FBgn0005612
Sox15,FBgn0005613
Sox21a,FBgn0036411
Sox21b,FBgn0042630
SoxN,FBgn0029123
Sp1,FBgn0020378
Spps,FBgn0039169
sqz,FBgn0010768
sr,FBgn0003499
SREBP,FBgn0261283
srp,FBgn0003507
Sry-beta,FBgn0003511
Sry-delta,FBgn0003512
ss,FBgn0003513
Ssb-c31a,FBgn0015299
Ssrp,FBgn0010278
Stat92E,FBgn0016917
stc,FBgn0001978
stg1,FBgn0064123
Su(H),FBgn0004837
su(Hw),FBgn0003567
Su(var)2-10,FBgn0003612
sug,FBgn0033782
sv,FBgn0005561
svp,FBgn0003651
tai,FBgn0041092
tap,FBgn0015550
TFAM,FBgn0038805
TfAP-2,FBgn0261953
tgo,FBgn0264075
tHMG1,FBgn0038978
tHMG2,FBgn0038979
tin,FBgn0004110
tio,FBgn0028979
tj,FBgn0000964
tll,FBgn0003720
tna,FBgn0026160
toe,FBgn0036285
topi,FBgn0037751
tou,FBgn0033636
toy,FBgn0019650
trem,FBgn0038767
trh,FBgn0262139
Trl,FBgn0013263
Tsf2,FBgn0036299
tsh,FBgn0003866
ttk,FBgn0003870
tup,FBgn0003896
Tusp,FBgn0039530
twi,FBgn0003900
tx,FBgn0263118
Ubx,FBgn0003944
unc-4,FBgn0024184
unpg,FBgn0015561
Unr,FBgn0263352
Usf,FBgn0029711
ush,FBgn0003963
usp,FBgn0003964
vis,FBgn0033748
vnd,FBgn0261930
vri,FBgn0016076
Vsx1,FBgn0263511
Vsx2,FBgn0263512
vvl,FBgn0086680
wdn,FBgn0005642
wek,FBgn0001990
wor,FBgn0001983
Xbp1,FBgn0021872
Xpac,FBgn0004832
yps,FBgn0022959
zen,FBgn0004053
zen2,FBgn0004054
zf30C,FBgn0270924
zfh1,FBgn0004606
zfh2,FBgn0004607
Zif,FBgn0037446
ZIPIC,FBgn0039740
zld,FBgn0259789
