Regulator	Target	SINGE_Score
AMH	DHH	0.00014
GATA4	DKK1	0.00014
FGF9	WNT4	0.00014
UGR	DKK1	0.00014
DMRT1	FOXL2	0.00014
PGD2	DKK1	0.00014
UGR	NR5A1	0.00013
SOX9	DKK1	0.00013
DKK1	DMRT1	0.00013
SRY	WT1pKTS	0.00013
SRY	SOX9	0.00013
DHH	DKK1	0.00013
WT1mKTS	DHH	0.00013
AMH	PGD2	0.00012
DMRT1	SRY	0.00012
NR0B1	AMH	0.00012
DHH	WNT4	0.00012
PGD2	AMH	0.00012
DKK1	FGF9	0.00012
WNT4	SOX9	0.00012
CTNNB1	PGD2	0.00012
FGF9	CBX2	0.00011
FOXL2	WNT4	0.00011
DHH	NR0B1	0.00011
UGR	PGD2	0.00011
CTNNB1	WT1pKTS	0.00011
DHH	SOX9	0.00011
WNT4	FGF9	0.00011
PGD2	NR0B1	0.00011
DHH	SRY	0.00011
SOX9	AMH	0.0001
GATA4	UGR	0.0001
FGF9	FOXL2	0.0001
GATA4	AMH	0.0001
UGR	AMH	0.0001
UGR	WNT4	0.0001
GATA4	WT1mKTS	0.0001
WNT4	RSPO1	0.0001
DHH	AMH	0.0001
RSPO1	PGD2	0.0001
CBX2	AMH	0.0001
DHH	DMRT1	9e-05
PGD2	DMRT1	9e-05
NR5A1	NR0B1	9e-05
FOXL2	SOX9	9e-05
NR5A1	DKK1	9e-05
RSPO1	DMRT1	9e-05
FGF9	DKK1	9e-05
PGD2	WT1mKTS	9e-05
CBX2	UGR	9e-05
CTNNB1	NR0B1	9e-05
DKK1	SOX9	9e-05
FOXL2	FGF9	9e-05
NR0B1	SOX9	9e-05
DMRT1	FGF9	9e-05
DHH	CBX2	8e-05
FGF9	UGR	8e-05
FGF9	DHH	8e-05
FGF9	PGD2	8e-05
WT1mKTS	FGF9	8e-05
SOX9	DMRT1	8e-05
DHH	GATA4	8e-05
FOXL2	UGR	8e-05
CTNNB1	WT1mKTS	8e-05
CTNNB1	FGF9	8e-05
FGF9	NR5A1	8e-05
NR0B1	DHH	8e-05
SOX9	WT1pKTS	8e-05
NR0B1	FGF9	8e-05
NR5A1	WT1mKTS	8e-05
SRY	CTNNB1	7e-05
FGF9	RSPO1	7e-05
DMRT1	DKK1	7e-05
DMRT1	WT1mKTS	7e-05
SOX9	GATA4	7e-05
FOXL2	CBX2	7e-05
SRY	FGF9	7e-05
FOXL2	GATA4	7e-05
FOXL2	DKK1	7e-05
FOXL2	DMRT1	7e-05
DKK1	WT1mKTS	7e-05
DKK1	GATA4	7e-05
PGD2	GATA4	7e-05
FGF9	SRY	7e-05
WNT4	DKK1	7e-05
DHH	WT1mKTS	7e-05
FGF9	GATA4	7e-05
DMRT1	CTNNB1	7e-05
SOX9	FGF9	6e-05
SRY	AMH	6e-05
PGD2	WNT4	6e-05
WT1mKTS	AMH	6e-05
WNT4	PGD2	6e-05
DKK1	PGD2	6e-05
UGR	SOX9	6e-05
AMH	DKK1	6e-05
SRY	WNT4	6e-05
UGR	WT1mKTS	6e-05
PGD2	UGR	6e-05
GATA4	PGD2	6e-05
UGR	DMRT1	6e-05
RSPO1	GATA4	6e-05
RSPO1	FGF9	6e-05
SRY	PGD2	6e-05
FOXL2	WT1mKTS	6e-05
CBX2	WT1mKTS	6e-05
FGF9	WT1mKTS	6e-05
SRY	DHH	6e-05
UGR	CTNNB1	6e-05
DKK1	NR0B1	6e-05
CBX2	GATA4	6e-05
DKK1	WNT4	6e-05
WT1mKTS	FOXL2	5e-05
CTNNB1	GATA4	5e-05
WNT4	DHH	5e-05
SRY	GATA4	5e-05
DMRT1	GATA4	5e-05
NR0B1	GATA4	5e-05
