Regulator	Target	SINGE_Score
AMH	PGD2	0.00074
CBX2	PGD2	0.00072
DMRT1	UGR	0.0007
WT1pKTS	CTNNB1	0.00069
FOXL2	RSPO1	0.00067
SRY	SOX9	0.00066
CBX2	NR0B1	0.00065
WNT4	DKK1	0.00063
NR0B1	SOX9	0.00062
SRY	DKK1	0.00061
FGF9	UGR	0.0006
UGR	SRY	0.00058
CTNNB1	FGF9	0.00057
DHH	DKK1	0.00056
GATA4	SRY	0.00055
CTNNB1	CBX2	0.00054
NR0B1	AMH	0.00053
WT1mKTS	NR5A1	0.00052
GATA4	SOX9	0.00051
DHH	NR0B1	0.0005
CBX2	UGR	0.00049
FOXL2	WNT4	0.00048
UGR	SOX9	0.00046
SRY	AMH	0.00046
GATA4	NR5A1	0.00045
CTNNB1	SRY	0.00044
DMRT1	WNT4	0.00043
CBX2	SOX9	0.00043
PGD2	FGF9	0.00042
NR0B1	DHH	0.00041
NR5A1	RSPO1	0.0004
GATA4	CTNNB1	0.0004
FOXL2	FGF9	0.00039
DKK1	WNT4	0.00039
AMH	CBX2	0.00038
DHH	FOXL2	0.00037
DMRT1	DKK1	0.00035
UGR	RSPO1	0.00034
NR5A1	WNT4	0.00034
DHH	SRY	0.00033
RSPO1	FGF9	0.00033
WNT4	DMRT1	0.00032
UGR	CBX2	0.00032
FGF9	DMRT1	0.00031
RSPO1	DKK1	0.00031
SRY	DHH	0.00031
FOXL2	SRY	0.0003
DKK1	UGR	0.0003
RSPO1	WNT4	0.00029
SRY	WNT4	0.00029
SOX9	FGF9	0.00028
NR5A1	CTNNB1	0.00028
FGF9	CTNNB1	0.00028
SOX9	SRY	0.00027
AMH	SRY	0.00027
FOXL2	NR5A1	0.00026
CBX2	SRY	0.00026
CBX2	DMRT1	0.00025
DMRT1	CBX2	0.00025
SRY	FGF9	0.00025
PGD2	RSPO1	0.00024
NR5A1	DKK1	0.00024
NR5A1	FGF9	0.00024
PGD2	DKK1	0.00024
FGF9	CBX2	0.00023
PGD2	CBX2	0.00023
NR5A1	DHH	0.00023
FGF9	WNT4	0.00022
SOX9	UGR	0.00022
SOX9	NR0B1	0.00022
DMRT1	DHH	0.00022
GATA4	CBX2	0.00021
NR5A1	SOX9	0.00021
PGD2	DMRT1	0.00021
PGD2	SRY	0.0002
RSPO1	CBX2	0.0002
RSPO1	DMRT1	0.0002
DHH	NR5A1	0.0002
FGF9	SOX9	0.00019
NR0B1	PGD2	0.00019
FGF9	DKK1	0.00019
WNT4	CTNNB1	0.00019
AMH	NR0B1	0.00018
FOXL2	PGD2	0.00018
AMH	DMRT1	0.00018
WNT4	UGR	0.00018
CTNNB1	DHH	0.00018
DKK1	SOX9	0.00017
CBX2	FOXL2	0.00017
SOX9	WNT4	0.00017
DKK1	RSPO1	0.00017
SOX9	CBX2	0.00016
UGR	DKK1	0.00016
RSPO1	AMH	0.00016
PGD2	DHH	0.00016
CTNNB1	DKK1	0.00016
RSPO1	CTNNB1	0.00016
SRY	WT1pKTS	0.00015
WT1pKTS	GATA4	0.00015
DMRT1	NR0B1	0.00015
DKK1	CTNNB1	0.00015
CTNNB1	DMRT1	0.00015
DMRT1	NR5A1	0.00015
NR0B1	RSPO1	0.00014
CTNNB1	PGD2	0.00014
UGR	FOXL2	0.00014
PGD2	SOX9	0.00014
CTNNB1	SOX9	0.00014
RSPO1	DHH	0.00014
NR5A1	FOXL2	0.00013
DHH	UGR	0.00013
DKK1	CBX2	0.00013
WNT4	FOXL2	0.00013
SOX9	DKK1	0.00013
DHH	FGF9	0.00013
SOX9	DHH	0.00013
AMH	WNT4	0.00012
AMH	SOX9	0.00012
CBX2	WNT4	0.00012
SRY	CTNNB1	0.00012
PGD2	CTNNB1	0.00012
DKK1	NR0B1	0.00012
AMH	FOXL2	0.00012
DMRT1	CTNNB1	0.00012
RSPO1	NR0B1	0.00011
FGF9	FOXL2	0.00011
WT1mKTS	NR0B1	0.00011
UGR	WNT4	0.00011
PGD2	UGR	0.00011
UGR	CTNNB1	0.00011
CTNNB1	RSPO1	0.00011
NR5A1	AMH	0.00011
SOX9	FOXL2	0.00011
DMRT1	SOX9	0.0001
CBX2	DKK1	0.0001
AMH	NR5A1	0.0001
FGF9	PGD2	0.0001
WT1mKTS	WT1pKTS	0.0001
DHH	CTNNB1	0.0001
FOXL2	DHH	0.0001
WT1mKTS	RSPO1	0.0001
DMRT1	AMH	0.0001
WNT4	SRY	0.0001
WNT4	NR0B1	0.0001
CBX2	RSPO1	9e-05
FOXL2	NR0B1	9e-05
SOX9	PGD2	9e-05
FGF9	DHH	9e-05
PGD2	FOXL2	9e-05
SOX9	AMH	9e-05
DMRT1	PGD2	9e-05
WNT4	PGD2	9e-05
CBX2	FGF9	9e-05
FGF9	NR5A1	9e-05
SOX9	DMRT1	9e-05
DHH	WNT4	9e-05
SOX9	CTNNB1	8e-05
WNT4	AMH	8e-05
WNT4	DHH	8e-05
WNT4	FGF9	8e-05
DHH	RSPO1	8e-05
DMRT1	RSPO1	8e-05
NR0B1	WT1mKTS	8e-05
PGD2	NR5A1	8e-05
SOX9	NR5A1	8e-05
AMH	GATA4	8e-05
CBX2	AMH	8e-05
WNT4	RSPO1	8e-05
NR5A1	PGD2	8e-05
DHH	CBX2	8e-05
WT1pKTS	WT1mKTS	8e-05
CTNNB1	GATA4	7e-05
UGR	WT1pKTS	7e-05
CTNNB1	WT1mKTS	7e-05
FGF9	NR0B1	7e-05
DMRT1	FGF9	7e-05
UGR	DMRT1	7e-05
AMH	CTNNB1	7e-05
WNT4	NR5A1	7e-05
FOXL2	WT1pKTS	7e-05
PGD2	WT1pKTS	7e-05
WNT4	SOX9	7e-05
FGF9	GATA4	7e-05
DHH	PGD2	7e-05
AMH	WT1mKTS	7e-05
RSPO1	UGR	7e-05
PGD2	WT1mKTS	7e-05
CTNNB1	WT1pKTS	7e-05
CTNNB1	FOXL2	7e-05
WT1pKTS	FOXL2	7e-05
UGR	WT1mKTS	6e-05
FOXL2	GATA4	6e-05
CBX2	DHH	6e-05
CTNNB1	NR0B1	6e-05
NR0B1	WT1pKTS	6e-05
DHH	GATA4	6e-05
SRY	WT1mKTS	6e-05
AMH	WT1pKTS	6e-05
AMH	DKK1	6e-05
FOXL2	SOX9	6e-05
DMRT1	FOXL2	6e-05
RSPO1	SOX9	6e-05
CBX2	WT1pKTS	6e-05
DHH	WT1pKTS	6e-05
GATA4	FOXL2	6e-05
CBX2	WT1mKTS	6e-05
UGR	GATA4	6e-05
FGF9	WT1pKTS	6e-05
RSPO1	FOXL2	6e-05
CTNNB1	AMH	6e-05
FOXL2	WT1mKTS	6e-05
CBX2	GATA4	6e-05
NR5A1	WT1mKTS	5e-05
NR5A1	DMRT1	5e-05
SOX9	WT1pKTS	5e-05
SRY	GATA4	5e-05
DHH	AMH	5e-05
SRY	NR5A1	5e-05
NR5A1	WT1pKTS	5e-05
SOX9	GATA4	5e-05
GATA4	WT1mKTS	5e-05
CBX2	NR5A1	5e-05
DMRT1	WT1pKTS	5e-05
RSPO1	PGD2	5e-05
UGR	NR5A1	5e-05
FOXL2	DMRT1	5e-05
RSPO1	SRY	5e-05
RSPO1	WT1mKTS	5e-05
FGF9	SRY	5e-05
CBX2	CTNNB1	5e-05
CTNNB1	NR5A1	5e-05
FOXL2	DKK1	5e-05
FGF9	WT1mKTS	5e-05
