Gene1,Gene2,EdgeWeight,Confidence,Stability,MeanPercentile,MeanZ,ZCILower,ZCIUpper,SelectedRuns,ObservedRuns,RunCount,BestRank
CBX2,NR0B1,0.7708158311438804,0.7901960784313725,1.0,0.7901960784313725,1.0429886381727997,0.9608371464521518,1.1254566895000784,30,30,30,4
NR0B1,CBX2,0.8009142577531398,0.7901960784313725,1.0,0.7901960784313725,0.9996075929272229,0.9585631269769668,1.029897358594226,30,30,30,4
UGR,NR0B1,0.7722996708027995,0.7901960784313725,1.0,0.7901960784313725,1.0510310224528754,0.9443805545055053,1.157928690066358,30,30,30,4
CTNNB1,SRY,0.6405180431744254,0.7843137254901961,1.0,0.7843137254901961,0.8160073377602549,0.6579583869199522,0.9721660479832276,30,30,30,4
CBX2,UGR,0.7382482326479898,0.7745098039215687,1.0,0.7745098039215687,1.0849742486141163,1.032886874232741,1.1241537562966535,30,30,30,4
CBX2,WT1pKTS,0.812079686541028,0.7725490196078432,1.0,0.7725490196078432,0.7733938245404347,0.7217727462044197,0.8103670263128608,30,30,30,3
SRY,FGF9,0.7539883244594243,0.7725490196078432,1.0,0.7725490196078432,1.0804920273348777,1.0227180032589067,1.124362053676556,30,30,30,4
UGR,WT1pKTS,0.8113510378775476,0.7666666666666667,1.0,0.7666666666666667,0.7703796725325416,0.733155392711138,0.8226788030501146,30,30,30,3
CBX2,CTNNB1,0.8322083278298901,0.764705882352941,1.0,0.764705882352941,1.2584589571784945,1.2067211107494145,1.2987374815425903,30,30,30,5
CBX2,DKK1,0.7593477692902638,0.764705882352941,1.0,0.764705882352941,1.1233793370465102,1.0410964780506569,1.1967398245052414,30,30,30,5
CBX2,DMRT1,0.7513162269308677,0.764705882352941,1.0,0.764705882352941,1.1047782024452102,1.0371413385115054,1.1577072214686766,30,30,30,5
CBX2,RSPO1,0.8282870577675348,0.764705882352941,1.0,0.764705882352941,1.1814468561435016,1.1204343780007668,1.221534632326203,30,30,30,5
SRY,AMH,0.7215557367327976,0.764705882352941,1.0,0.764705882352941,1.0360852320439373,0.9600840375778099,1.0934149371448934,30,30,30,5
SRY,DHH,0.744840646804293,0.764705882352941,1.0,0.764705882352941,1.0741016423225471,1.0127618538875451,1.128453770345479,30,30,30,5
SRY,PGD2,0.7413886605494803,0.764705882352941,1.0,0.764705882352941,1.07327698154876,1.0167703243645034,1.1166828393051222,30,30,30,5
FOXL2,NR5A1,0.7923547263019722,0.7627450980392155,1.0,0.7627450980392155,0.9538519386952758,0.9186568015625762,0.9913612823117373,30,30,30,5
CBX2,GATA4,0.6347376724851842,0.76078431372549,1.0,0.76078431372549,0.7516561768478673,0.6642231928630585,0.8139435969311637,30,30,30,4
DMRT1,WNT4,0.7883668427416519,0.7568627450980391,1.0,0.7568627450980391,1.0764540550316937,0.9832216351063043,1.1688579379632902,30,30,30,4
CTNNB1,WT1pKTS,0.8095149535469022,0.7490196078431371,1.0,0.7490196078431371,0.7622287942860612,0.7313690860276767,0.7925908853217627,30,30,30,4
DMRT1,WT1mKTS,0.6066844636288683,0.7470588235294117,1.0,0.7470588235294117,0.6753838035726524,0.5927735544026035,0.7835903460724555,30,30,30,4
CBX2,WT1mKTS,0.6003518469750996,0.7294117647058822,1.0,0.7294117647058822,0.6431652166213616,0.5426643931917272,0.7311891363835434,30,30,30,4
CBX2,SOX9,0.7309051426144841,0.7235294117647058,1.0,0.7235294117647058,1.1317090707827657,1.0588670591307852,1.1856160898329309,30,30,30,4
CBX2,WNT4,0.7781541800807994,0.7215686274509803,1.0,0.7215686274509803,1.026481086619813,0.9588837566686714,1.1266707606478794,30,30,30,4
DMRT1,GATA4,0.6241817966774275,0.7156862745098038,1.0,0.7156862745098038,0.6995274302517075,0.5967148360480027,0.8084294374090716,30,30,30,4
SRY,NR0B1,0.7531809948557235,0.7137254901960783,1.0,0.7137254901960783,0.9508590425342246,0.9074883701510397,1.0615214144027947,30,30,30,4
RSPO1,SRY,0.6251576932052992,0.7117647058823529,1.0,0.7117647058823529,0.7249261656088788,0.5551220674122914,0.8782480409257605,30,30,30,4
CBX2,FOXL2,0.844803495916403,0.7098039215686274,1.0,0.7098039215686274,1.105710782783982,1.0769780484709326,1.1243752816036994,30,30,30,5
RSPO1,UGR,0.7244332778801471,0.7078431372549019,1.0,0.7078431372549019,1.0160713100078638,0.976481225959833,1.0500241734227127,30,30,30,5
NR5A1,CTNNB1,0.7185978375768218,0.7058823529411764,1.0,0.7058823529411764,0.7114454063234213,0.6564057467631337,0.7758168624827768,30,30,30,6
NR5A1,DKK1,0.6325080901159466,0.7058823529411764,1.0,0.7058823529411764,0.5505232944223768,0.47809505287426335,0.6356989048283928,30,30,30,6
NR5A1,DMRT1,0.6290691755881321,0.7058823529411764,1.0,0.7058823529411764,0.5626460802774278,0.4958620799159478,0.6519887718642199,30,30,30,6
NR0B1,FGF9,0.6647192557743463,0.6999999999999998,1.0,0.6999999999999998,0.7094582571421738,0.5883910663296072,0.8188603963099743,30,30,30,6
NR0B1,PGD2,0.6494935637470156,0.6960784313725489,1.0,0.6960784313725489,0.6834896863588246,0.5838004463882784,0.792563151812076,30,30,30,6
NR0B1,DHH,0.6568236294850388,0.6941176470588234,1.0,0.6941176470588234,0.706720814393034,0.6082449157465171,0.8248413699732421,30,30,30,6
SRY,RSPO1,0.721764823330082,0.6901960784313724,1.0,0.6901960784313724,0.6547253626405093,0.5297476085867909,0.7369487697254768,30,30,30,6
NR0B1,AMH,0.6250923825561097,0.684313725490196,1.0,0.684313725490196,0.6248850041918161,0.5326703724881203,0.7093714483614119,30,30,30,6
WNT4,NR5A1,0.7802097680891281,0.6823529411764705,1.0,0.6823529411764705,0.9033034798388555,0.8622926836895861,0.9298382426929461,30,30,30,6
SRY,CBX2,0.7476934914169694,0.680392156862745,1.0,0.680392156862745,0.7522967557586369,0.710687343376627,0.7989798427588538,30,30,30,6
NR0B1,NR5A1,0.7793443347106159,0.6725490196078431,1.0,0.6725490196078431,0.8996608402765103,0.8649927832672821,0.9381390086768164,30,30,30,5
RSPO1,WT1pKTS,0.8063235912786644,0.6725490196078431,1.0,0.6725490196078431,0.7482574853477341,0.7212889920047747,0.7737532630073528,30,30,30,5
NR5A1,AMH,0.6147476594505094,0.664705882352941,1.0,0.664705882352941,0.5802485562389113,0.4560769204258328,0.7231341579242991,30,30,30,6
NR5A1,RSPO1,0.7173348806668383,0.6627450980392156,1.0,0.6627450980392156,0.6324968593224262,0.5827642154711177,0.6999414187818112,30,30,30,6
NR5A1,DHH,0.6263167419899411,0.6568627450980391,1.0,0.6568627450980391,0.5781779987647165,0.44422481441059114,0.7186318898803216,30,30,30,6
SRY,GATA4,0.6078218835919623,0.6568627450980391,1.0,0.6568627450980391,0.618927370856026,0.5262742063447512,0.6976101186440258,30,30,30,5
NR5A1,FGF9,0.6319950485908855,0.6490196078431372,1.0,0.6490196078431372,0.5720456416423603,0.4575698651871671,0.696652678692425,30,30,30,6
NR5A1,PGD2,0.6194324378200045,0.6490196078431372,1.0,0.6490196078431372,0.5556231032758674,0.43820914936279876,0.6945241533073404,30,30,30,6
DKK1,SRY,0.5796294286114168,0.6470588235294117,1.0,0.6470588235294117,0.4548223480329485,0.2654152249064423,0.5793758652426002,30,30,30,6
NR5A1,FOXL2,0.8168955783621211,0.6470588235294117,1.0,0.6470588235294117,1.0118401162865438,0.9968105585174212,1.0318777455969412,30,30,30,7
NR5A1,SOX9,0.5866683679307395,0.6470588235294117,1.0,0.6470588235294117,0.5048515793684216,0.39911950378113686,0.6091717933043937,30,30,30,7
SRY,CTNNB1,0.6464957524629608,0.6470588235294117,1.0,0.6470588235294117,0.3649984236449317,0.24209741674314456,0.5334171663241933,30,30,30,7
DKK1,CBX2,0.7436578323870761,0.6450980392156862,1.0,0.6450980392156862,0.7331044593697947,0.6790935346791923,0.8029160010952214,30,30,30,6
DKK1,UGR,0.6060703887423813,0.6431372549019607,1.0,0.6431372549019607,0.4252552323171426,0.30173626000048637,0.5008752665966301,30,30,30,7
NR5A1,NR0B1,0.6443322107284275,0.6411764705882352,1.0,0.6411764705882352,0.38192867674517,0.17624258742361462,0.6014151367923614,30,30,30,7
NR5A1,WNT4,0.6338746622592969,0.6392156862745098,1.0,0.6392156862745098,0.3109506655783754,0.12369688577619087,0.4799181204652878,30,30,30,7
SRY,WT1mKTS,0.5451602559044064,0.6392156862745098,1.0,0.6392156862745098,0.36364326109100176,0.2779816218883737,0.4644926826086516,30,30,30,7
WNT4,DMRT1,0.5848763461774367,0.6352941176470588,1.0,0.6352941176470588,0.36676241431705725,0.24934858252446956,0.45955294071623337,30,30,30,7
WNT4,DKK1,0.5882514664995754,0.6313725490196077,1.0,0.6313725490196077,0.35042420511479827,0.21604578700824936,0.4741200741136401,30,30,30,7
DMRT1,CBX2,0.7380633789023446,0.6156862745098038,1.0,0.6156862745098038,0.7073506015228056,0.6543415723993101,0.7572375020934217,30,30,30,6
RSPO1,DKK1,0.5775504160313621,0.6039215686274509,1.0,0.6039215686274509,0.3019841179172456,0.14472182988268567,0.4275199546053096,30,30,30,7
RSPO1,DMRT1,0.5758096835694058,0.6,1.0,0.6,0.32629412719648665,0.1983458040433068,0.45750736218983257,30,30,30,7
NR0B1,WT1mKTS,0.5308112877634831,0.5941176470588235,1.0,0.5941176470588235,0.29105596744241696,0.18395153498237132,0.4059112790507787,30,30,30,7
DMRT1,UGR,0.5943220823832348,0.592156862745098,1.0,0.592156862745098,0.3669183215554401,0.27672732798754573,0.42637260247433517,30,30,30,7
DMRT1,SRY,0.5568112105143347,0.5901960784313726,1.0,0.5901960784313726,0.31970803074239545,0.16595069718645075,0.4454973859921669,30,30,30,7
FOXL2,WT1pKTS,0.7945608845738704,0.5901960784313726,1.0,0.5901960784313726,0.6965666862772307,0.659125791366473,0.73759711160862,30,30,30,7
FOXL2,CTNNB1,0.5905807906774622,0.5882352941176471,1.0,0.5882352941176471,0.09486696541317281,-0.028854618867968227,0.2069120466755029,30,30,30,8
NR0B1,GATA4,0.5671533206395492,0.5882352941176471,1.0,0.5882352941176471,0.4185415469862026,0.3284421789341142,0.5539677489017809,30,30,30,8
RSPO1,SOX9,0.5417155881995303,0.5882352941176471,1.0,0.5882352941176471,0.30947596584410225,0.1992373465684553,0.45132585510203616,30,30,30,8
WT1pKTS,FOXL2,0.7426407455720886,0.5882352941176471,1.0,0.5882352941176471,0.7620137870074586,0.7164369373273342,0.7996146836130591,30,30,30,8
WT1pKTS,NR5A1,0.7491949748729055,0.5882352941176471,1.0,0.5882352941176471,0.7734232375715735,0.7244252532300742,0.8291936419336846,30,30,30,8
SOX9,PGD2,0.5812665604056332,0.5745098039215686,1.0,0.5745098039215686,0.3947476501154748,0.2519813189051881,0.5599866642621353,30,30,30,7
CTNNB1,WNT4,0.5982696385588407,0.5725490196078431,1.0,0.5725490196078431,0.13557689557726252,0.04480866015949924,0.23221103213110345,30,30,30,7
SOX9,AMH,0.5693059665106552,0.5686274509803921,1.0,0.5686274509803921,0.387181380437667,0.26456019045004564,0.5381789054397379,30,30,30,7
FOXL2,RSPO1,0.5895820502168844,0.5666666666666667,1.0,0.5666666666666667,0.00040348686912919515,-0.11140531834611997,0.1112127532247787,30,30,30,8
SOX9,FGF9,0.5758887221100584,0.5666666666666667,1.0,0.5666666666666667,0.34054155193146624,0.18039992463218218,0.49743644994426495,30,30,30,7
SOX9,DHH,0.5678751562034308,0.5627450980392157,1.0,0.5627450980392157,0.33571040531473934,0.17429132004105083,0.44600578549005965,30,30,30,7
RSPO1,DHH,0.5650436686709894,0.5568627450980392,1.0,0.5568627450980392,0.32200015086104444,0.15931249155681393,0.47474052380545095,30,30,30,8
RSPO1,FGF9,0.5708942530788909,0.5549019607843138,1.0,0.5549019607843138,0.31762253288281034,0.1752111149644584,0.45720730826810974,30,30,30,8
RSPO1,AMH,0.5601992428913743,0.5529411764705883,1.0,0.5529411764705883,0.34793942736761974,0.19033295289806984,0.5048797841929555,30,30,30,8
RSPO1,PGD2,0.5647904032310649,0.5509803921568628,1.0,0.5509803921568628,0.3241138936661269,0.1786297926135113,0.47601282053981586,30,30,30,8
NR5A1,CBX2,0.7136381429557326,0.5294117647058824,1.0,0.5294117647058824,0.5937733223641841,0.5491065424030384,0.6226642268992828,30,30,30,9
NR5A1,UGR,0.5407054458537573,0.5294117647058824,1.0,0.5294117647058824,0.09942006789277734,0.044948268085604294,0.16518303336618612,30,30,30,9
SOX9,DKK1,0.5169449510143388,0.5294117647058824,1.0,0.5294117647058824,0.027975246965143974,-0.11902130258974408,0.17865752201098234,30,30,30,9
SOX9,DMRT1,0.50190380217157,0.5294117647058824,1.0,0.5294117647058824,-0.0017089775549710604,-0.16263969883417462,0.13784038147631383,30,30,30,9
SRY,FOXL2,0.4856558107847795,0.5294117647058824,1.0,0.5294117647058824,-0.10242249510477376,-0.2006496269177637,0.012060974078640319,30,30,30,9
WNT4,SOX9,0.4640957312527219,0.5294117647058824,1.0,0.5294117647058824,-0.02846640744069834,-0.204059628428352,0.12265689518424579,30,30,30,9
NR5A1,WT1mKTS,0.4815645305372812,0.5274509803921569,1.0,0.5274509803921569,0.041474466435547544,-0.1202808261599307,0.19439402453686677,30,30,30,8
WT1pKTS,CTNNB1,0.5353907175667173,0.5235294117647059,1.0,0.5235294117647059,-0.17075515507852554,-0.28212570793166225,-0.05796558080150233,30,30,30,9
DKK1,NR5A1,0.63240204402577,0.5215686274509804,1.0,0.5215686274509804,0.2859100093209864,0.20335665569530736,0.36525751707454757,30,30,30,9
DMRT1,RSPO1,0.5662133066757585,0.5176470588235295,1.0,0.5176470588235295,-0.11461233724531342,-0.26357614494965015,0.02673228853547917,30,30,30,8
NR0B1,WT1pKTS,0.7720014967781345,0.515686274509804,1.0,0.515686274509804,0.5978064494631696,0.5609923707221904,0.6398619763428894,30,30,30,9
NR5A1,GATA4,0.46044298704126174,0.5137254901960785,1.0,0.5137254901960785,-0.10752164887717389,-0.2285486817356553,0.03220041638464499,30,30,30,9
NR5A1,SRY,0.4953689289928581,0.5137254901960785,1.0,0.5137254901960785,-0.04591735304137869,-0.19580263426127156,0.04843108939574435,30,30,30,9
WT1mKTS,NR0B1,0.5929193473920933,0.5011764705882353,0.9,0.5568627450980392,0.11599050928202174,-0.13281183569537638,0.30919996420359347,27,30,30,7
FOXL2,SRY,0.488812885691326,0.48627450980392156,1.0,0.48627450980392156,-0.08474421988801632,-0.23692806582125076,0.043825302453326304,30,30,30,9
WNT4,WT1pKTS,0.7672519071686693,0.4843137254901961,1.0,0.4843137254901961,0.5770230134907491,0.5433202236909975,0.6121374935739893,30,30,30,9
DMRT1,NR5A1,0.6281751212056359,0.47843137254901963,1.0,0.47843137254901963,0.26830546039366443,0.1968374147141322,0.3605019792208209,30,30,30,9
WT1mKTS,WNT4,0.5681316784466367,0.47215686274509805,0.9333333333333333,0.5058823529411764,-0.01310714066896354,-0.20173738702844016,0.2423235238684433,28,30,30,7
CTNNB1,DKK1,0.4068794954426067,0.47058823529411764,1.0,0.47058823529411764,-0.4692208461270019,-0.6080971725657176,-0.3063625924884954,30,30,30,10
CTNNB1,DMRT1,0.4129019935129542,0.47058823529411764,1.0,0.47058823529411764,-0.39632504790635503,-0.5249049984083224,-0.2562804737358801,30,30,30,10
CTNNB1,SOX9,0.38468190616952663,0.47058823529411764,1.0,0.47058823529411764,-0.37350135905807036,-0.48457671524618345,-0.24520122429091695,30,30,30,10
FOXL2,CBX2,0.6075054521647285,0.47058823529411764,1.0,0.47058823529411764,0.10096205615320511,0.02074591582872279,0.15378033604701702,30,30,30,10
FOXL2,UGR,0.4227895176742582,0.47058823529411764,1.0,0.47058823529411764,-0.4885481862506892,-0.5924985418291113,-0.3940104355822871,30,30,30,10
CTNNB1,NR0B1,0.5755538748552786,0.45705882352941174,0.9,0.5078431372549019,0.024678524748385968,-0.09959752623631812,0.12677046031576683,27,30,30,8
RSPO1,WT1mKTS,0.45529437922237964,0.45679738562091504,0.9666666666666667,0.4725490196078431,-0.09130125219937514,-0.22306843975712898,0.08425261560089868,29,30,30,9
DKK1,RSPO1,0.5642669828005843,0.4265359477124183,0.8666666666666667,0.49215686274509807,-0.12398033991981135,-0.27386254223806067,-0.0046350657945808515,26,30,30,8
WNT4,FGF9,0.4308537750929814,0.4182352941176471,0.9,0.4647058823529412,-0.26364901412657815,-0.37697573456661415,-0.1505061271863972,27,30,30,10
