Regulator	Target	SINGE_Score
CTNNB1	NR5A1	5e-05
FGF9	WT1pKTS	5e-05
DMRT1	NR5A1	5e-05
UGR	WT1pKTS	5e-05
FOXL2	WT1pKTS	5e-05
DMRT1	WT1pKTS	5e-05
PGD2	WT1pKTS	5e-05
NR5A1	WT1mKTS	5e-05
NR5A1	GATA4	5e-05
WNT4	WT1pKTS	5e-05
CTNNB1	GATA4	5e-05
NR0B1	WT1pKTS	5e-05
FOXL2	NR5A1	5e-05
PGD2	UGR	5e-05
AMH	WT1pKTS	5e-05
