Regulator	Target	SINGE_Score
RSPO1	CBX2	0.0001
UGR	WNT4	0.0001
NR5A1	PGD2	0.0001
GATA4	WT1pKTS	0.0001
CBX2	DKK1	0.0001
FOXL2	FGF9	0.0001
DMRT1	DKK1	0.0001
DMRT1	PGD2	0.0001
WNT4	RSPO1	0.0001
FGF9	FOXL2	9e-05
CTNNB1	PGD2	9e-05
DMRT1	NR0B1	9e-05
CTNNB1	DKK1	9e-05
CBX2	RSPO1	9e-05
FOXL2	AMH	9e-05
DMRT1	NR5A1	9e-05
NR0B1	GATA4	9e-05
NR5A1	WNT4	9e-05
SOX9	NR5A1	9e-05
FOXL2	RSPO1	9e-05
UGR	FOXL2	9e-05
GATA4	DMRT1	9e-05
CBX2	NR0B1	9e-05
DMRT1	CBX2	8e-05
RSPO1	UGR	8e-05
RSPO1	FOXL2	8e-05
DKK1	FOXL2	8e-05
CTNNB1	DMRT1	8e-05
WT1pKTS	WT1mKTS	8e-05
SOX9	WNT4	8e-05
CBX2	SOX9	8e-05
RSPO1	SRY	8e-05
FGF9	CTNNB1	8e-05
WT1pKTS	GATA4	8e-05
DKK1	CTNNB1	8e-05
RSPO1	NR5A1	8e-05
SOX9	WT1mKTS	8e-05
CBX2	FOXL2	8e-05
WT1pKTS	FGF9	7e-05
DHH	GATA4	7e-05
DMRT1	FOXL2	7e-05
WNT4	FOXL2	7e-05
PGD2	FGF9	7e-05
UGR	NR5A1	7e-05
DHH	FOXL2	7e-05
SOX9	CBX2	7e-05
FOXL2	UGR	7e-05
UGR	WT1mKTS	7e-05
RSPO1	CTNNB1	7e-05
SOX9	WT1pKTS	7e-05
DMRT1	FGF9	7e-05
SRY	WT1mKTS	7e-05
FGF9	GATA4	7e-05
FOXL2	WT1pKTS	7e-05
SRY	GATA4	7e-05
UGR	GATA4	7e-05
WNT4	SRY	7e-05
SOX9	RSPO1	6e-05
UGR	DKK1	6e-05
SOX9	GATA4	6e-05
CTNNB1	FOXL2	6e-05
SOX9	FOXL2	6e-05
DHH	NR0B1	6e-05
PGD2	NR5A1	6e-05
CBX2	NR5A1	6e-05
SRY	WT1pKTS	6e-05
RSPO1	WNT4	6e-05
FOXL2	NR5A1	6e-05
AMH	WT1pKTS	6e-05
AMH	GATA4	6e-05
PGD2	WT1mKTS	6e-05
DKK1	CBX2	6e-05
CTNNB1	GATA4	6e-05
FGF9	WT1pKTS	6e-05
CBX2	SRY	6e-05
PGD2	GATA4	6e-05
WNT4	GATA4	6e-05
PGD2	WNT4	6e-05
FOXL2	GATA4	6e-05
UGR	WT1pKTS	6e-05
UGR	DHH	6e-05
DMRT1	GATA4	5e-05
DKK1	NR5A1	5e-05
DMRT1	WT1mKTS	5e-05
FOXL2	DKK1	5e-05
CBX2	WT1mKTS	5e-05
CBX2	DMRT1	5e-05
DHH	WT1pKTS	5e-05
FGF9	NR5A1	5e-05
DKK1	AMH	5e-05
CBX2	WT1pKTS	5e-05
RSPO1	WT1pKTS	5e-05
WNT4	NR5A1	5e-05
UGR	DMRT1	5e-05
NR5A1	FOXL2	5e-05
PGD2	WT1pKTS	5e-05
GATA4	WT1mKTS	5e-05
NR0B1	WT1pKTS	5e-05
DMRT1	SRY	5e-05
AMH	WT1mKTS	5e-05
RSPO1	GATA4	5e-05
CTNNB1	WT1pKTS	5e-05
NR0B1	WT1mKTS	5e-05
SRY	UGR	5e-05
PGD2	NR0B1	5e-05
FOXL2	SRY	5e-05
