	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E700_361	3.3065543149	1.6545366433	3.5570583413	6.1023543781	10.1987754242	10.2089942725	4.4456702976	5.3016787552	9.8774287224	9.7929553974	9.9128897981	2.312056347	4.7170769184	10.3077943824	9.8479696725	0.8261999376	3.7654725531	10.1200618962	10.4147400409
E709_134	0.6838406167	10.55182491	6.9790763285	5.4670498485	0.3898135228	1.8575004893	1.37283978	5.2465900746	10.3905118115	9.7101185794	10.2721311044	5.2962158128	7.0319080638	4.0378524772	9.9356238692	6.146107508	10.4006017316	9.6686599473	10.5329159954
E1343_759	3.7472110814	2.7592960983	10.7158089197	6.406405471	4.954158524	3.0091723198	3.1952452545	10.1214341578	10.0522380091	10.5711456021	8.336533841	0.5763348668	10.2817862864	2.9535413895	4.2342831434	2.5445397951	10.1026817076	10.2820105975	9.0775448201
E84_794	1.1480567441	5.3879508703	10.1365072572	1.113694655	2.7909844673	6.3984830917	4.5017614889	10.497552973	10.6341264831	10.6061809133	3.5827702196	4.3217243917	10.3218898054	3.0893346918	2.994031373	4.6226793853	10.498806555	10.3465621748	5.225932024
E1434_21	4.3148268029	10.567438645	6.4365384102	1.8027048139	2.6841845263	2.4850877783	3.815603813	4.384406389	10.7317980672	0.1629127119	10.5426681747	2.7006061081	5.3733713145	3.9065890026	4.5023725277	11.1047870326	2.9935437291	10.5389189529	10.417452981
E1329_321	1.1969091929	6.6698424815	0.3997528155	0.7221297014	9.8591885135	10.6396292523	1.3283837986	1.2758185246	10.1065507353	10.1422082387	8.5371315344	4.9172683921	7.3721286736	8.3979088899	10.2578804768	3.1341861555	8.3823576039	10.2899408035	10.4786074723
E322_105	2.2344067691	10.4499358977	1.6414738662	4.755009736	4.1186680442	1.9061310337	1.685877895	1.8181646213	10.5771484795	9.7369501868	10.7784306277	5.0537272251	1.0047622982	3.1071751192	8.5602709682	9.4716435304	9.4324580734	10.2453827195	10.4345920306
E140_372	5.8553949387	5.9573154169	10.6814283005	3.4760274754	3.3395481155	3.5220931575	1.5419869767	10.3328914975	10.3910106596	10.6145193405	5.7134998517	2.2503509658	10.317347513	3.4786623897	4.6063127109	0.6074961487	10.3044170917	10.2823475106	7.1358899955
E106_563	3.2782523832	2.0167518232	10.3351143134	1.0531120532	0.0355738985	1.234115024	3.9580916029	10.5940310852	10.7115140929	10.1744291156	5.0434309726	3.6912944362	10.1549879693	3.4516803938	0.6319941079	2.9211834031	10.6829650606	10.4979671704	4.1872130766
E1606_316	3.5280152629	2.3042057609	8.1876865898	2.5395534968	10.0811392128	9.7455412578	0.7999943183	1.5590814385	10.5316446021	10.2620203477	7.3644640698	1.5532060025	8.4811553385	3.7948291518	9.8717258196	2.8120404128	9.1982576545	10.6470085897	10.4271195845
E1508_539	9.6221416765	0.5622839363	2.7955287219	9.0991836882	9.9342202756	9.5158838168	9.5353157093	2.7738045097	9.86604058	3.460032856	9.8328899205	9.3520306855	3.9806384686	9.8396489849	9.8264656732	1.4643035088	3.8885528588	9.8687304503	9.8337702351
E1102_404	4.9149872828	3.9509034962	10.3491974029	2.80884731	5.0012188455	3.315968892	2.319547195	10.5626798756	10.5428405406	10.5866647122	4.5732581747	1.8057935742	10.2883764519	0.5649681411	3.9344791396	2.6742737882	10.6702150831	10.1496083245	2.6917756303
E905_125	2.411538275	10.3482198629	7.4345384516	2.4561487721	2.3558985352	2.4996888698	2.9966640088	3.7286257536	10.5804093638	10.3841760945	10.803089385	1.184060782	1.3283374307	1.6437246636	9.0850570638	7.9799867716	8.57522256	10.406524293	10.3477890079
E1196_515	9.3657127141	3.5351838697	1.3999006495	10.0641050476	9.9170771105	9.6890453271	9.6018618383	2.9909517643	9.6318585455	4.4469970544	9.5109778773	9.6392258074	4.1277930733	9.4281597967	9.7488184162	2.3361449992	2.5693843781	9.7252066429	9.8624561271
E552_450	3.8864917502	4.5339655188	1.4103053544	3.6053626757	10.329312466	9.9365371297	2.7186661808	4.9994502222	10.4609538052	10.6088462566	9.1547455107	2.111311475	3.0412172877	8.7812922599	10.6516570571	5.2252589088	2.8726412653	10.1457594288	9.7833980298
E1698_699	9.6937172016	4.6763125655	1.3138941815	9.2896751703	9.8435303691	9.4751525005	9.7133897777	6.5684916748	8.9092341006	1.7661731335	9.9935551842	10.0843481646	3.4193632186	9.5487924515	9.9647437926	2.8782984275	1.0134205272	9.7093369524	9.6023894983
E1401_220	3.6057266167	7.2840978221	9.8459583028	3.7033522084	5.5771962868	6.638055581	1.5483787771	5.6972030276	9.7166160384	10.4259471183	8.5131211211	2.7689666985	10.3740267358	3.9466854158	9.8555092641	3.4416363229	10.3841889573	10.2566605999	10.3294099857
E1097_282	2.3553570683	1.2700514132	10.3161635816	2.8170574322	3.1844128649	6.2499936819	2.6244228182	2.0712654405	10.1195783679	10.7238427482	7.7879235154	6.1022674069	10.4025347733	1.0147346861	2.9759638912	3.450201629	10.4522397085	10.4799797513	10.3847665146
E1538_410	5.6564061679	5.5738188654	7.7091273738	3.2901947957	5.6640169521	5.6539602285	3.571150355	3.433767811	9.108632317	11.1376949602	10.9769815086	2.975488747	8.138622937	3.4565397283	5.9808189328	5.7884370179	10.1900998247	10.4606803489	10.7820928593
E676_765	9.1586406879	4.5955551991	0.5053779331	9.824771356	9.2829402821	9.2989612242	9.8275766761	3.4862523388	9.4402385463	1.0756403739	9.9088401634	10.0253088317	4.1074952089	9.8111084218	9.6409133541	2.1432190585	0.7864479063	9.9476289425	9.8680882735
E414_718	4.8166681173	3.4870468308	10.480430494	2.6106207393	3.5279096371	4.3492332754	1.223860458	10.6862612791	10.6598647096	10.3424118767	4.3524525927	5.1870404164	10.5687675432	6.4406723126	3.6310236581	0.1143341934	9.9847379399	10.2897663593	2.5027197662
E92_524	3.5693528617	3.8106524068	10.5921910827	2.9742368278	2.0128899247	3.8219101325	4.1942092957	10.6150055806	10.4198171708	10.6705261593	1.3488596965	1.6154208796	10.1674962973	5.9249686297	1.121641119	0.7262159043	10.3526130375	10.337838821	3.9097980406
E1416_382	5.1697052708	1.0358078816	10.2486844487	1.1655947237	4.5399970108	0.6918400888	2.94534755	10.3996691295	10.4239566568	10.7406142626	2.7605858471	4.7025378448	10.434590734	2.1294880353	1.0763329549	0.6656663797	10.470483088	10.4050884876	6.5578208514
E1179_586	9.6545638241	0.5763169248	1.7575349726	9.5117280196	9.6260285216	9.962478047	9.8255965069	4.1972433501	9.5967032636	4.2573690217	9.1946900573	9.9916678793	2.4997808802	9.7183986754	9.6087188942	5.080192623	0.7462345428	9.8891762086	9.5592880947
E1597_383	6.8745974241	2.5297533691	10.979232241	3.3125851963	0.146479097	1.8703704547	3.023703163	9.931740947	10.1594500051	10.6670217879	2.5831260988	0.0420357795	10.2653728279	1.5554948131	3.017185793	2.5202875185	10.4149920117	10.444590444	6.5639010908
E1680_760	9.5819951359	0.4192871701	2.1262947963	9.4668292103	9.6445252818	9.8266594678	9.6224494799	1.7739527277	9.6303266162	3.2104260566	9.3342083868	9.8359824879	2.0151148171	9.7429204258	9.8334997933	4.3441558227	2.7741722273	9.8135242904	9.9332172103
E670_789	1.9176720277	5.1182328172	10.7313363037	3.0762551356	5.1398284683	1.9733982152	4.1224211377	10.0464638441	10.558727483	10.6245911639	1.9626085288	4.0099975368	10.5091960222	2.6847056549	0.4569926779	0.3540714652	10.2731846041	10.3824449987	3.5856992237
E1748_438	2.752564278	4.1224054449	1.0619635059	5.5895067645	9.6334350882	10.2309526932	5.5076273902	1.7937686798	9.9720409592	9.8621381584	10.1488223336	5.8904003667	1.7347183647	10.0980735115	10.2867284797	4.385151447	5.095609152	10.3937138691	9.9959265209
E831_421	6.7148257279	2.3635161373	0.0863467523	8.3740418431	10.0822562383	9.4242238057	8.5345828078	3.9113007049	9.8360576825	10.0634140517	10.0305351825	7.2260636174	2.3054420936	9.90787358	10.190856571	0.437952618	2.5956490413	9.8216885676	10.219879574
E125_263	1.4890476881	2.6718955818	6.6174336777	4.3670666258	9.5578146459	10.0249355169	1.9395592172	4.1727017617	10.1568151506	9.9330249397	8.334828434	2.533999403	10.2488728247	2.1336841075	9.7771247098	2.4935176341	10.2932761555	10.2537723345	10.0303846644
E1830_130	1.8951930475	10.2909585281	5.3962646471	4.9892738515	3.813039803	0.6014531462	1.8606845405	2.2131111272	10.3998553335	10.0990494607	10.3176770035	1.7121665893	1.5296934606	4.3488066164	8.852149993	7.390463947	10.3367598586	10.4297357214	10.6543708017
E960_401	3.2791333691	2.3314123834	10.0657090073	1.9651996601	2.7141988141	5.5010897795	3.6413303335	10.0510762253	10.5574098206	10.2504941558	5.3922914581	4.0446980533	10.7220346805	4.0981287006	4.1224578841	3.4714549705	10.3727688463	10.8526795911	6.7808229241
E722_718	3.0570897928	0.0094589656	10.5147857385	2.5592799899	3.9307134293	0.7895323414	2.4486049276	3.1248425931	10.427358884	9.9895590499	6.6260794596	3.8489922445	10.5944227421	0.2577768492	3.7109341291	1.0842702377	10.3599170926	10.639012389	10.5806284271
E30_71	1.1013782405	10.6684607007	4.7082125283	4.1432752585	5.6364182448	4.5047148967	4.4451989374	5.760923143	10.5132143678	7.0423853425	10.3687518321	2.9471012899	3.1635281833	1.5429168286	2.9112104624	10.8128475445	3.5594292595	10.7595953001	10.7399195043
E1561_285	3.9722479619	6.4380162484	10.589022522	2.4689492011	0.8349639365	4.0049650399	3.6290155507	8.7252285488	10.3027348347	10.1404840361	1.8630774468	4.3897023941	10.5281567547	4.5921371727	5.0282991843	4.1680804608	10.7143239784	10.5318711597	9.6236666594
E242_213	5.8925583561	5.6596293564	3.9399407659	6.5391370568	9.9052512602	9.9571412446	1.1039769598	1.1850588945	9.8515824575	10.0325040949	7.5631485464	1.8951546483	10.4178067484	7.2477987346	9.9442315048	2.060462802	9.9968893756	9.9431419314	10.1845832296
E496_41	2.0569500067	10.9907922494	4.0677778648	1.3465460362	3.4905301426	4.2247895242	4.4584746966	2.9353180891	10.0836962071	3.0941765593	10.7321624399	1.3187091064	2.2418459233	5.4286377205	2.8184478413	10.9321869046	1.0186461796	10.9000938786	10.2069816798
E1647_587	3.6154208275	1.1224311846	9.9651703741	2.9130317303	1.1590240822	5.5277462146	3.1483620339	10.2006509259	10.6534976665	10.2973858318	3.0603253169	0.526220763	10.7597690495	2.9113418692	2.7671868934	6.141063774	10.6634809674	10.4598073346	5.1484277892
E566_374	3.735105202	5.0965878373	10.5127551962	3.4725693633	3.4738170603	1.2461786447	4.4200230361	10.6309100726	10.7151872865	10.5185650843	7.642840971	0.1427935508	10.0351847726	3.018859266	1.6460075713	3.3477494594	10.1748520361	10.3434734729	1.9595765507
E1673_380	1.2587002868	2.8060297904	6.8508520312	2.5070998326	9.6440947846	9.1399693713	0.0592907939	4.2358929637	10.1603603813	10.4325784999	10.3464330831	4.6894487091	5.783832283	9.4124980441	9.4256228159	3.7337937642	4.240516804	10.7441639121	10.5299219937
E1846_453	9.5962057721	1.5404565602	1.6703212921	9.6336584656	9.7949608389	10.0440039926	9.6812090008	0.5956297001	9.5343186353	5.095549661	9.2448775589	9.6390452709	1.8670018074	9.4037708401	9.8107203916	4.1083882323	7.6223197089	9.8005676306	9.667221943
E717_283	4.533820438	8.8502926374	10.4981953109	2.8893971893	3.1525006915	2.8785870962	3.8032970797	8.5355293637	10.3659095237	10.312052704	7.2201568726	5.6171841602	10.6648112499	3.7361031563	4.2816860752	2.2723905135	10.5376259172	10.1128721972	9.3115920998
E410_465	4.6799873432	2.9464260407	10.1060529749	3.1021417057	0.296659008	1.8940390233	5.5189667344	10.6393865378	10.3539575712	10.3400249215	3.2088367365	2.9430227766	10.6056187919	1.0474675662	4.5607194567	4.4471838572	10.3019730304	10.7503819954	4.0550011626
E396_717	6.4482142295	4.2685707066	10.1669200454	1.8195507662	3.3238256856	4.5960748545	3.9499627513	10.5836043328	10.4368121002	10.4793493985	5.1991570749	4.3369698201	10.3991651603	5.573370505	1.2359628114	5.702272266	10.5371866384	10.3930827543	4.4153596076
E1225_707	9.7800720395	4.425732161	0.8323341155	10.0255641338	9.4924835262	9.6172004715	9.6225270994	2.3124301334	9.6652921539	4.6953894932	9.700963315	9.7210977569	0.6805534354	9.490423612	9.6630733616	2.3016308977	2.4796179132	9.4941845749	9.9626567541
E593_600	9.6542164358	2.7030255506	0.0481392488	9.5211671596	9.789107929	9.9346271016	9.3653553327	1.1611746896	9.6898258595	4.7844097644	9.9138783367	9.8397531524	3.26241843	9.4984111188	9.7890700702	2.5047096927	1.139258606	9.9157625851	9.2758452049
E1514_727	9.8682788053	3.3070777789	1.6135112801	9.3706572884	9.4818291738	9.4234664154	9.6408809213	2.3037855949	10.1162642715	3.2830950547	9.8174008446	9.6412885431	4.6612763576	9.5600996489	9.8792885135	1.1125626022	1.4952062084	9.776093387	9.6076300522
E1287_584	4.9237559014	5.2980089015	10.4768410087	5.015004933	4.4503135791	0.8168552902	0.2431052662	10.1433633603	10.9230747317	10.1995226676	1.5684640205	3.7219246151	10.2350358052	2.2495234345	1.6868997112	6.6663309894	10.4551930883	10.5170283175	4.2048885112
E1193_657	9.5797138581	1.5450768096	1.6388777554	9.9426693886	9.9238629763	9.8258351576	9.6032403371	4.727209924	9.6027838994	2.9687252559	9.6542108336	9.5425340777	1.9577941711	9.8360467876	9.1307075123	3.1453636097	4.7857489722	9.8687854267	9.6325183121
E1978_106	5.314112657	10.1037536378	6.4449477465	4.2733539376	0.399579345	2.4381758919	3.3487048895	4.8990176862	10.7547635696	8.2558142779	10.9810440875	1.7553178411	1.7627983784	3.8581671129	8.1586054128	8.4189882223	10.2984274078	10.5277571594	10.3286294939
E1694_570	4.6760052721	1.6541107546	10.4466845995	2.4199448035	4.0477219651	7.1600209507	3.5012850022	10.8739171469	10.2702689882	10.352192847	3.876719736	5.6793962242	10.449217565	4.4940139055	1.9112130667	6.4061518191	10.441094374	10.0082918409	2.1672578964
E1534_250	3.596421148	2.2454128308	10.5744854477	3.7558858679	6.0578965968	1.9382190459	0.9069456752	10.2553875644	10.3742125996	10.7410031624	4.0230506338	5.7761173931	10.3959430375	4.9090232898	3.9596284946	2.4186732671	10.5152541247	10.1625512659	5.6831925941
E1798_332	4.5154478471	4.3525392243	2.8709399118	4.8050791213	10.3481276726	9.7271468766	3.4563677021	2.3874829957	10.2376288412	10.2945869593	10.0892063629	3.0519119643	2.8986083044	9.8988002078	10.1558431335	4.4461132779	5.6075729081	9.8633718036	10.1129061415
E1651_442	3.6243750274	0.6580061178	10.3055243094	6.6714804388	4.561922906	2.3798083471	5.4956007059	10.1314302384	10.6219155975	10.606208655	2.4231526622	1.3722826477	10.4065584684	0.7421497129	5.1989879696	3.3790439779	10.4641165726	10.5223447006	3.314330102
E1500_157	2.2493177339	10.5576155283	1.7047899866	2.1947660719	2.4249209797	3.9486240794	1.8451305239	3.3677772756	10.239012291	10.1996839273	10.4881360858	4.5057307958	4.8815860135	3.7600904694	9.9546098165	6.8429616073	9.6484502758	10.1171660323	10.6051998299
E1427_564	0.2716316587	2.82174829	10.4185504701	3.0215433215	0.5425959128	6.1976428533	2.8644979955	10.4126953718	10.7445581926	9.9833252662	4.0761779568	4.2309272068	10.695014375	2.5059735567	6.1626240853	3.7913379057	10.4318136928	10.3363148548	1.0624622635
E437_616	10.080790921	1.7374204958	4.7945443985	9.4537015102	10.110584314	9.5249589858	9.7052434557	1.2383482581	9.4543071024	1.7446759269	9.6055431453	9.7203679086	5.8082211914	9.362166111	9.6801346691	4.8142724394	3.4650308741	9.5644491265	9.7582159658
E14_185	4.7578836109	8.6209238016	6.6658710247	2.2811354571	1.6148670463	1.9135956348	0.5211725001	3.9912397984	10.1719781653	10.043920322	10.3284363619	4.5498039296	6.9382425157	0.9038669043	10.6126302418	4.3126139931	10.3610600823	10.5038477657	10.5234101616
E1134_316	2.0342551084	0.4993628215	10.5522388138	4.6210707497	0.7726881105	3.7570889581	1.5651199017	10.4399020716	10.5098155407	10.5611221649	4.7511936401	2.5227689912	10.5374177472	1.8967085409	4.121681166	4.211990907	10.3730616096	10.239305366	4.1475986635
E1032_80	2.9073535215	10.0910602093	2.810938394	1.3668034641	1.3406397779	5.4911867641	3.830825363	3.9811410644	10.2709746462	9.1469427658	10.6102669562	5.5036901068	5.014814426	2.3235528178	4.8087068498	10.7502779735	10.4159040087	10.141365414	10.1538058554
E1603_103	1.1612188948	10.5438047485	1.0233607891	4.9959070199	3.8951109081	4.5204884195	3.3015184727	4.1521190085	10.4822726866	10.1543007131	10.5784381132	5.4600488811	2.7685562266	2.7472808072	9.6662444903	7.4045282804	9.8145768527	10.3279177272	10.1034394463
E1745_261	1.4704537363	4.0268816451	9.7486125956	0.0945755564	7.9368210719	9.4643193175	2.3815520143	3.6360868989	10.4464137312	10.0842067767	8.474011484	5.1130439713	10.4758268638	5.8773696613	8.7050792633	3.8282939495	10.3078987586	9.9551233735	10.1341573047
E31_193	2.7580885284	9.9058904068	8.5583360962	5.4219697423	9.1243788226	9.406720605	0.860712786	2.8631625238	10.0048664047	9.8883929513	9.6484487639	2.6689509939	9.8737488938	5.1513899536	9.8975659887	0.8731800557	10.0062648086	9.649720284	9.7174634613
E1028_546	1.7323062117	3.4333274016	10.7086116791	3.2315935803	3.1174696932	4.6600987685	3.3305924545	10.6845509953	9.8179253632	10.8184053679	2.2876831461	3.7035755021	10.3590848061	6.463683899	3.2126677801	1.0502727259	10.1197332061	10.3950076799	5.0806120644
E1332_139	1.6350703052	10.2621748056	2.8172092072	3.0745507172	0.3773167843	5.8953420565	1.598608646	3.5369344802	10.4575435106	10.2821448139	10.0818394341	4.0221884302	3.6035272384	5.2782707867	10.1381762349	4.7495339251	9.5217664813	10.6882155328	10.4048275629
E581_748	0.7782518902	1.6309514563	10.5044420387	2.3488023129	2.6257819375	2.6991338446	3.7222115884	10.5903656499	10.6719532708	10.3665851293	4.6065380802	1.9891358396	10.0884155641	4.8241858297	5.1667106506	2.3524373619	10.4666353282	10.4713640069	3.9992718726
E1436_616	9.2663505857	2.6136316983	3.2677289226	9.6033869777	9.6465043604	10.1197208089	9.5130111696	3.4376931993	9.9216348443	3.1256099527	9.9254158875	9.6709705944	2.99554735	9.5111356549	9.8331594944	0.6667762904	3.5905178352	9.501491359	9.6430496582
E928_447	1.0997616958	1.2790879673	10.639045985	3.4825251506	3.7653058016	3.1813430119	3.7671250514	10.5284712993	10.407391583	10.2654456856	3.2161398557	2.303535848	10.1845358147	1.7838837195	4.1015574208	3.9970772045	10.6450819635	10.5304707581	3.5039144314
E201_173	4.8989504995	8.7131273676	8.262482817	2.2754990277	8.8839717061	9.0354031256	3.2864840752	0.920630581	10.2795537973	10.3319325391	8.1713868653	3.3088789123	9.6167604741	7.2776061304	10.1120015411	3.5944343221	10.1923855429	9.9486591795	10.230510786
E1354_463	0.9868035266	3.3791585928	10.7324096414	0.759134285	2.9959189833	3.5729562692	4.5247786847	10.3423257123	10.6389007365	10.6270092037	5.0860196524	2.9620259595	9.9143570978	5.4747205175	4.2553406114	2.1861818452	10.5132590014	10.2667046376	4.1907304742
E1525_123	3.076239741	10.6474197032	1.2104816904	3.3916054254	1.9299480652	1.5256177077	3.4636661184	3.9459120088	10.5374417981	9.7490390912	10.4318938876	2.3300061268	4.6741645899	3.8987905273	9.6507285353	6.080478592	10.2048314342	10.2099741377	10.3997542735
E1857_722	0.4383197138	4.8482343567	10.6063313805	1.5668079362	3.0070206731	1.6764014361	1.3478742297	10.0966514099	10.1925461044	10.569952404	3.3694387046	3.7772629668	10.3170457465	2.0018572745	1.7696637321	2.5333703958	10.6705470332	10.5647016595	7.413933576
E972_555	9.9628986419	1.5773546475	0.7033739341	9.7449193709	9.5227891155	9.6100319718	9.3213117225	2.1795334789	9.6871055641	4.2728679246	9.7343293665	9.4981959928	1.1940206255	9.7114933097	9.5728152486	3.9290562943	1.1629027742	9.950648061	9.9205063214
E21_284	4.4873268164	1.6886467448	7.1672277157	4.9838504403	9.6403900109	10.0284786347	4.9806466659	4.3667838429	10.1080356056	10.1496230517	6.9481531752	2.2394902258	10.2919339245	1.3614526848	9.7627336001	4.1514624837	10.190589275	10.2622119405	9.9888348047
E619_656	2.2596147471	2.8038523859	10.2541302906	5.0147785754	2.5109086618	1.8729498992	0.9356799126	11.0201838021	10.293295915	10.6392922533	5.90703467	4.8848587466	10.0903795162	5.5710018287	1.2792619228	4.3981387438	10.0861904513	10.5172975221	3.6171737806
E241_603	9.5861800702	4.880677999	5.3429086978	9.7744598447	9.7257997977	9.9090615583	9.350531701	2.4413325908	9.3836042738	5.7837983957	10.1215427199	9.937415215	2.467057415	9.7728862043	9.2638916821	2.8924072191	5.7747247015	9.4867604024	9.5424492061
