AMH,CBX2,CTNNB1,DHH,DKK1,DMRT1,FGF9,FOXL2,GATA4,NR0B1,NR5A1,PGD2,RSPO1,SOX9,SRY,UGR,WNT4,WT1mKTS,WT1pKTS,Time
9.1586406879,4.5955551991,0.5053779331,9.824771356,9.2829402821,9.2989612242,9.8275766761,3.4862523388,9.4402385463,1.0756403739,9.9088401634,10.0253088317,4.1074952089,9.8111084218,9.6409133541,2.1432190585,0.7864479063,9.9476289425,9.8680882735,0.9545
9.6545638241,0.5763169248,1.7575349726,9.5117280196,9.6260285216,9.962478047,9.8255965069,4.1972433501,9.5967032636,4.2573690217,9.1946900573,9.9916678793,2.4997808802,9.7183986754,9.6087188942,5.080192623,0.7462345428,9.8891762086,9.5592880947,0.744
9.5819951359,0.4192871701,2.1262947963,9.4668292103,9.6445252818,9.8266594678,9.6224494799,1.7739527277,9.6303266162,3.2104260566,9.3342083868,9.8359824879,2.0151148171,9.7429204258,9.8334997933,4.3441558227,2.7741722273,9.8135242904,9.9332172103,0.9545
2.752564278,4.1224054449,1.0619635059,5.5895067645,9.6334350882,10.2309526932,5.5076273902,1.7937686798,9.9720409592,9.8621381584,10.1488223336,5.8904003667,1.7347183647,10.0980735115,10.2867284797,4.385151447,5.095609152,10.3937138691,9.9959265209,0.5449999999999999
6.7148257279,2.3635161373,0.0863467523,8.3740418431,10.0822562383,9.4242238057,8.5345828078,3.9113007049,9.8360576825,10.0634140517,10.0305351825,7.2260636174,2.3054420936,9.90787358,10.190856571,0.437952618,2.5956490413,9.8216885676,10.219879574,0.5449999999999999
1.4890476881,2.6718955818,6.6174336777,4.3670666258,9.5578146459,10.0249355169,1.9395592172,4.1727017617,10.1568151506,9.9330249397,8.334828434,2.533999403,10.2488728247,2.1336841075,9.7771247098,2.4935176341,10.2932761555,10.2537723345,10.0303846644,0.35350000000000004
5.8925583561,5.6596293564,3.9399407659,6.5391370568,9.9052512602,9.9571412446,1.1039769598,1.1850588945,9.8515824575,10.0325040949,7.5631485464,1.8951546483,10.4178067484,7.2477987346,9.9442315048,2.060462802,9.9968893756,9.9431419314,10.1845832296,0.253
2.0569500067,10.9907922494,4.0677778648,1.3465460362,3.4905301426,4.2247895242,4.4584746966,2.9353180891,10.0836962071,3.0941765593,10.7321624399,1.3187091064,2.2418459233,5.4286377205,2.8184478413,10.9321869046,1.0186461796,10.9000938786,10.2069816798,0.053
9.5962057721,1.5404565602,1.6703212921,9.6336584656,9.7949608389,10.0440039926,9.6812090008,0.5956297001,9.5343186353,5.095549661,9.2448775589,9.6390452709,1.8670018074,9.4037708401,9.8107203916,4.1083882323,7.6223197089,9.8005676306,9.667221943,0.5449999999999999
9.7800720395,4.425732161,0.8323341155,10.0255641338,9.4924835262,9.6172004715,9.6225270994,2.3124301334,9.6652921539,4.6953894932,9.700963315,9.7210977569,0.6805534354,9.490423612,9.6630733616,2.3016308977,2.4796179132,9.4941845749,9.9626567541,0.8545
9.6542164358,2.7030255506,0.0481392488,9.5211671596,9.789107929,9.9346271016,9.3653553327,1.1611746896,9.6898258595,4.7844097644,9.9138783367,9.8397531524,3.26241843,9.4984111188,9.7890700702,2.5047096927,1.139258606,9.9157625851,9.2758452049,0.744
9.8682788053,3.3070777789,1.6135112801,9.3706572884,9.4818291738,9.4234664154,9.6408809213,2.3037855949,10.1162642715,3.2830950547,9.8174008446,9.6412885431,4.6612763576,9.5600996489,9.8792885135,1.1125626022,1.4952062084,9.776093387,9.6076300522,0.9545
9.5797138581,1.5450768096,1.6388777554,9.9426693886,9.9238629763,9.8258351576,9.6032403371,4.727209924,9.6027838994,2.9687252559,9.6542108336,9.5425340777,1.9577941711,9.8360467876,9.1307075123,3.1453636097,4.7857489722,9.8687854267,9.6325183121,0.8545
5.314112657,10.1037536378,6.4449477465,4.2733539376,0.399579345,2.4381758919,3.3487048895,4.8990176862,10.7547635696,8.2558142779,10.9810440875,1.7553178411,1.7627983784,3.8581671129,8.1586054128,8.4189882223,10.2984274078,10.5277571594,10.3286294939,0.1555
4.5154478471,4.3525392243,2.8709399118,4.8050791213,10.3481276726,9.7271468766,3.4563677021,2.3874829957,10.2376288412,10.2945869593,10.0892063629,3.0519119643,2.8986083044,9.8988002078,10.1558431335,4.4461132779,5.6075729081,9.8633718036,10.1129061415,0.4525
10.080790921,1.7374204958,4.7945443985,9.4537015102,10.110584314,9.5249589858,9.7052434557,1.2383482581,9.4543071024,1.7446759269,9.6055431453,9.7203679086,5.8082211914,9.362166111,9.6801346691,4.8142724394,3.4650308741,9.5644491265,9.7582159658,0.744
2.9073535215,10.0910602093,2.810938394,1.3668034641,1.3406397779,5.4911867641,3.830825363,3.9811410644,10.2709746462,9.1469427658,10.6102669562,5.5036901068,5.014814426,2.3235528178,4.8087068498,10.7502779735,10.4159040087,10.141365414,10.1538058554,0.053
2.7580885284,9.9058904068,8.5583360962,5.4219697423,9.1243788226,9.406720605,0.860712786,2.8631625238,10.0048664047,9.8883929513,9.6484487639,2.6689509939,9.8737488938,5.1513899536,9.8975659887,0.8731800557,10.0062648086,9.649720284,9.7174634613,0.253
1.6350703052,10.2621748056,2.8172092072,3.0745507172,0.3773167843,5.8953420565,1.598608646,3.5369344802,10.4575435106,10.2821448139,10.0818394341,4.0221884302,3.6035272384,5.2782707867,10.1381762349,4.7495339251,9.5217664813,10.6882155328,10.4048275629,0.1555
9.2663505857,2.6136316983,3.2677289226,9.6033869777,9.6465043604,10.1197208089,9.5130111696,3.4376931993,9.9216348443,3.1256099527,9.9254158875,9.6709705944,2.99554735,9.5111356549,9.8331594944,0.6667762904,3.5905178352,9.501491359,9.6430496582,0.744
4.8989504995,8.7131273676,8.262482817,2.2754990277,8.8839717061,9.0354031256,3.2864840752,0.920630581,10.2795537973,10.3319325391,8.1713868653,3.3088789123,9.6167604741,7.2776061304,10.1120015411,3.5944343221,10.1923855429,9.9486591795,10.230510786,0.253
3.076239741,10.6474197032,1.2104816904,3.3916054254,1.9299480652,1.5256177077,3.4636661184,3.9459120088,10.5374417981,9.7490390912,10.4318938876,2.3300061268,4.6741645899,3.8987905273,9.6507285353,6.080478592,10.2048314342,10.2099741377,10.3997542735,0.1555
9.9628986419,1.5773546475,0.7033739341,9.7449193709,9.5227891155,9.6100319718,9.3213117225,2.1795334789,9.6871055641,4.2728679246,9.7343293665,9.4981959928,1.1940206255,9.7114933097,9.5728152486,3.9290562943,1.1629027742,9.950648061,9.9205063214,0.744
4.4873268164,1.6886467448,7.1672277157,4.9838504403,9.6403900109,10.0284786347,4.9806466659,4.3667838429,10.1080356056,10.1496230517,6.9481531752,2.2394902258,10.2919339245,1.3614526848,9.7627336001,4.1514624837,10.190589275,10.2622119405,9.9888348047,0.35350000000000004
9.5861800702,4.880677999,5.3429086978,9.7744598447,9.7257997977,9.9090615583,9.350531701,2.4413325908,9.3836042738,5.7837983957,10.1215427199,9.937415215,2.467057415,9.7728862043,9.2638916821,2.8924072191,5.7747247015,9.4867604024,9.5424492061,0.744
8.9597293507,0.0091592096,2.474101623,9.0527094393,9.616133212,9.9629761328,9.2545334418,2.7073572237,9.6920286396,7.1711836556,10.0427295491,9.5370471244,3.1227450938,9.6208063406,9.9349927033,0.4771292847,5.236960164,9.7612866403,10.1452785353,0.4525
9.7805435098,3.2253261441,2.5275162223,9.5596865949,9.8391633461,10.2633637792,8.9908443786,3.2621516089,9.8291260978,1.3888371566,9.3890072846,9.747918193,2.2734504334,9.833359356,9.6418467598,4.7506679099,0.0626800611,9.7420594096,9.3738088634,0.639
1.6182262915,8.9087846086,7.5825758973,4.9646962273,9.3979866818,9.6483854869,4.015745503,2.3022139616,9.8641556801,9.8906682453,7.2267889031,0.6717209895,9.9588293459,3.8221459932,10.1790591816,1.8390578188,10.2155741493,10.1835182862,10.2961405898,0.253
4.8833133583,4.2534430346,3.874712421,1.3065298365,9.8420902087,10.2132687804,3.2957190651,6.6868761671,9.8020055934,10.6137945073,9.6474749811,5.9855477629,5.5702452686,9.4699687207,9.9857129374,4.5489720896,8.3454850462,10.0969527099,10.2239458646,0.639
2.4103810779,10.5384890633,5.5257268433,2.630659091,1.6515469172,5.9471601587,5.6543494703,3.8990887438,9.8938385596,10.3328709264,10.0958842132,4.9775537626,6.8649308229,0.8227043621,10.4437227569,6.4536747844,10.0412610106,10.1921411941,10.1732975958,0.1555
9.5222671788,0.8221894318,3.2565786971,9.5219288318,9.8503898887,9.668272668,9.7288329612,0.194944515,9.5738102971,4.0098669208,9.8974250073,9.5264339536,3.1980727707,9.7556092188,9.8690462123,4.2652193954,3.365038551,9.8438486607,9.4999982174,0.8545
9.5034326011,1.0264567181,2.5917306057,9.6062546321,9.7862119084,9.3474275881,9.7646934911,1.7944236269,9.7717580125,5.8919750292,9.6069933064,9.7495372387,1.6997877796,9.3477835893,9.6725596898,3.023261703,5.4961965897,10.0427254568,9.8839680913,0.639
2.7587383335,10.5740221186,4.2493021553,0.813095661,3.2230441819,0.2519080115,1.5660813321,2.7298122414,10.332718016,6.87291776,10.4773201283,4.7666192766,1.1229586802,3.9873303868,2.9973714332,10.7689969237,9.7014369253,10.8104993905,10.2141280005,0.053
9.568480641,3.094639227,2.4383571048,9.9453945433,9.5123453343,9.6942420876,9.2460248911,0.9751998667,9.9133213115,4.4167622696,9.8312795084,9.8833523161,4.4408029859,9.6489313609,9.7329356449,0.2349194376,4.4102073736,9.8078529389,9.3587929881,0.8545
9.9196134329,1.8719214602,0.6293814491,9.5851036065,9.6141725017,9.5087553791,9.7138666409,2.0144581637,9.937861375,3.114741,9.9975057316,9.7254856703,4.1225606657,9.5560807967,9.792181956,0.9984223584,2.6474287957,9.6973498863,9.1487323139,0.9545
9.6873390145,1.6407005835,5.6379956178,9.3453385197,9.6416842182,9.4516422198,9.9211511695,0.0316298702,9.7888307182,2.8366473753,9.6736854728,9.5749147473,1.7187959879,9.895874877,9.9508256453,2.2696634523,4.3354127082,9.3610318248,9.848947482,0.744
9.6044016249,3.204500868,1.7118893113,9.6358792048,9.6639339423,9.567248513,9.708762856,2.2802469751,9.3666180367,5.4351826247,9.5243772551,10.0513247947,2.2703942201,9.7061694952,9.3818855251,1.1271094877,2.5161026703,9.4144933382,10.3690272827,0.8545
9.6817699612,0.9651082853,5.056242082,8.801651633,9.6475206675,9.8435302884,9.6805413441,1.8261171774,9.9461401846,6.5678099124,10.1151153854,9.5075109103,3.9103693665,9.8612352528,9.2929484569,4.0980214652,2.9740789904,9.8401869717,9.5295108117,0.5449999999999999
9.8668925145,3.1994788211,1.8919000696,9.4906898021,9.5406662045,9.6679142465,9.7468858018,1.095929512,9.8741827038,2.4828376828,9.6447238168,9.8293951311,2.092125663,9.8291591707,9.3601331525,5.0273083026,2.6655575975,9.7466805988,9.6615298755,0.8545
9.5580429075,0.4848463245,5.4022456805,10.1197980567,9.3832308008,9.476160947,9.5471221197,1.9523098924,9.8370433884,1.6692198234,9.3171860167,9.543757678,2.3708115392,9.8861831198,9.9618094026,1.7323848155,1.5796570576,9.6622570788,9.8288688343,0.8545
9.9459335811,3.6916330369,0.117406715,9.7222607405,10.085245757,9.2166366992,9.4365131085,3.2107430943,9.2690467199,0.4030177056,9.3551790547,9.6483872196,2.0985997956,9.9950338301,9.6934560181,0.6206412246,4.0648655604,9.8945240703,9.8008678179,0.9545
0.6620376636,9.2815171237,9.2183281954,1.6397006568,7.7927986929,7.0222216567,2.6844226313,0.8259197114,9.8819096123,10.3329767844,8.0683722104,2.9648765849,9.7176402318,6.9673118946,10.1705050154,5.2093428765,10.3195233012,10.2943471416,10.2721556723,0.253
3.7698856621,1.7483161634,7.7586965316,3.0089853881,8.9721362884,9.4579534143,1.9622223833,6.6923740929,9.8456083102,10.4082190557,10.5337073227,3.14248806,5.8256484709,9.0109454768,9.0427612898,1.3270405656,9.5035124081,10.4821737734,10.487486002,0.5449999999999999
1.8303269181,10.0661232315,9.527180994,5.1731178873,4.1657645772,5.7869262113,2.5985027134,6.1778086133,9.8489646855,10.0966878767,9.1168674297,1.6319187758,9.0363564642,1.0421382581,10.1696972742,2.9630613928,10.1320921379,10.530010955,10.1735028753,0.253
9.773454118,0.4427036051,3.0466181988,9.9888087622,9.8329791914,9.3506425647,9.8404047519,0.6389900636,9.928570154,2.682304068,9.4090805104,9.3660782931,2.5113028964,9.8299353988,9.8875951825,5.1090855767,5.0851450117,9.2375808603,9.6054169302,0.5449999999999999
4.2273850323,2.1124949602,6.488615949,4.5683998101,10.3121758083,10.1268566129,3.2097144296,5.1217469023,10.288195221,10.3984623471,1.3140627316,3.0731569778,9.294432591,2.3168590857,10.3953453689,1.7627067546,8.7330277404,10.4361524415,10.0275106976,0.35350000000000004
2.4822103293,0.7620694718,6.7504397667,2.2748995741,10.2584567055,10.073248072,1.0999015824,4.1935538365,10.0537715051,9.9816116365,5.4898973904,1.4438798887,9.6558045339,2.7710628663,10.0654119923,2.2593802435,10.3630052944,10.3219341996,9.9191820769,0.35350000000000004
3.3850962469,4.6257911609,7.1494998268,4.8271181037,10.4547114142,10.5186237566,4.7617019599,4.5227928576,10.348473211,10.2788286312,7.9839793496,3.6535103659,6.5038793909,3.4129251261,10.5459029334,6.1939630424,3.0446559927,10.1732018593,10.2862167655,0.4525
3.4743567931,3.9461356241,1.2007046845,4.5725908958,10.3404883683,10.4225006979,0.6713599145,2.8989711852,10.133029424,9.7980162839,9.7750451732,1.7371914559,1.5325755923,9.9030219144,10.1781850018,0.5921738138,2.6489463318,10.1300775306,10.1653889834,0.639
9.2860657956,2.5730501186,2.3901642178,9.2840019466,9.7415865098,10.0179364553,9.5142743837,3.2110973131,9.492749781,7.9284542579,9.9336215073,9.1882640387,2.5986014746,9.7597206295,9.6173941945,3.9779454854,4.4451751098,9.9369139601,9.8535870988,0.639
9.3979929488,0.2822558656,1.6390122193,9.6134713935,9.6899865201,9.7819832577,10.0951385446,5.1472058189,9.2023153158,5.6527770179,9.8505733252,9.8546756635,1.7243587167,9.589397327,9.8008792158,0.4030735563,0.5593749287,9.9096419901,9.2342938964,0.9545
4.6450862619,9.9749567815,8.6482543818,1.4704742594,7.1175331137,7.7106103763,0.0021915786,1.8269436988,10.1079140757,10.0906504195,9.8057818353,1.0231478224,9.4482607152,6.1661556892,10.2220144517,4.0945209295,10.0354481586,9.7481576854,10.285930415,0.253
8.992898104,3.400285617,1.8060769891,9.4311417254,9.7480520145,10.0646408151,9.1878169908,3.8356300797,9.8832575653,7.9914798241,10.1218280452,8.7007451707,4.1470802041,9.8143133734,9.7436229687,2.0349002516,1.7764372449,9.8136248726,9.7563196724,0.744
3.485299157,10.5721549532,0.1408313516,4.3776920442,1.5342185535,4.677178754,5.307217959,2.223059197,11.0568610375,2.522995598,10.6108360947,4.4675729069,1.6570232931,1.2645835167,5.1465586244,10.3173366611,7.8608062142,10.8167558868,10.361575525,0.053
1.3099867325,1.8847756505,1.7536564699,5.6313319917,10.538395175,10.0813852147,5.4327461082,0.7134435284,10.5457667179,10.4590050919,8.6000005262,6.2078158717,4.6064880806,8.2422860713,9.8944233938,0.7810408212,3.5829186796,10.2273971893,10.5397669176,0.35350000000000004
3.9432813171,4.0751293738,6.8485594015,4.796885392,10.0685644658,9.823358361,5.1062781539,1.5054057399,10.2704126337,10.0043081732,6.6206254495,4.3636828414,10.2147619416,6.6459539895,10.1678595406,3.3917768164,10.2031604119,9.835354541,9.8196704879,0.35350000000000004
9.7865469654,2.5736041335,0.374685094,9.5927993714,9.8488159374,9.425910665,9.875478095,2.3797228596,9.8534993873,4.2874826131,9.8084748701,9.4172041802,0.044952985,9.7463804174,9.5496364317,3.2253301578,0.5176198675,9.7976618417,9.5825519493,0.8545
9.780063825,0.8454513994,3.2235170603,10.0140110996,9.5331452077,9.7690866549,9.7074898828,3.5355244994,10.0519003163,4.8656347254,9.195798182,9.4297082674,3.3460917044,9.685229517,9.6642843065,2.6821618272,3.5481305528,9.8500600386,9.4113431955,0.8545
2.0142089743,4.8453175516,4.3203880181,5.2911708892,9.9250289394,10.1800200594,0.2903451093,2.0561429364,10.3095701215,9.7619073462,9.4425864361,3.7182026303,5.0885303992,10.1666544361,9.900063012,4.0438955081,6.5064238443,10.1340707251,10.6194512416,0.4525
3.6769050776,10.8860656262,2.8956224539,5.8900453682,4.5222157365,4.7176115507,4.8507843141,3.9791197184,11.1096234331,7.8740386539,10.6117657363,0.9735275001,1.4389986397,4.5200644542,4.3022443144,10.4393166382,0.610005616,10.324206483,10.2580712954,0.053
5.1240667469,5.4235445586,3.4012939349,7.1830232079,9.7903544979,10.3557261602,6.7620417765,5.0602302831,10.1237604625,9.5203184779,10.3437963339,7.845270383,3.8607924864,9.840875034,9.8209765761,1.7715647395,0.1794246326,10.2017158103,10.035756621,0.5449999999999999
4.9868708042,10.7364729546,6.8649991765,4.8450179482,3.2098827761,3.2348138482,3.7246848484,3.2960402942,10.4500451309,10.3346940984,10.0935095032,5.2476689891,2.2871115889,2.0192510087,6.4669118517,9.6314116917,8.9624645319,10.7235598272,10.2205339983,0.053
2.42522e-05,10.7495787737,1.4804281894,3.3749266923,4.1275604248,0.3642144008,2.070551528,0.824582672,10.6941109954,4.978593749,10.7556990264,2.9956058892,1.7674220392,4.4901304016,3.0669237397,10.6104856764,4.8558764448,10.7240754981,10.5652303057,0.053
9.9296774517,3.9369917222,2.8947731531,9.9906611526,9.5814766421,9.2728488146,10.0853006857,1.4381395466,9.7678385171,5.1651319013,9.5604354342,9.0865636774,1.6555385944,9.6813158913,9.5025908396,3.9092544456,1.1190916089,9.8336401584,9.7213022642,0.744
5.737391825,1.5084363573,3.5154109027,4.4508422018,10.5126021254,10.1337906793,4.8208845443,2.268208168,9.4961626912,10.6311326386,10.000302076,5.3174460063,2.238109425,10.0639190978,9.9754704086,2.5971394605,2.973020456,9.8754803966,9.8214382043,0.5449999999999999
2.5025262569,10.062013004,4.8811574761,2.4800140464,3.6403815427,4.7663492216,5.9824349915,1.2669206147,10.6178138786,9.9329991322,10.3566777559,1.264302527,3.2669472593,2.0649509997,9.7656796095,8.9842490385,10.1771459529,10.2207323517,10.2284153154,0.1555
8.5326748118,1.1894517839,4.3440970678,9.9555451689,9.783440673,9.8991577598,9.2636424036,4.5159509664,9.8689085424,8.9134615132,9.8791826413,9.1504361007,0.3960226964,9.7036164927,9.5389428957,1.0100873203,5.9517831011,9.6393158735,9.6289585742,0.5449999999999999
3.6922068465,2.2230005425,3.4967860926,6.4693835465,10.2738633578,10.2598501807,2.3113179917,2.3559508628,10.1086977691,10.6062997838,6.147980279,3.0129333066,5.8907189874,4.0604119917,10.6646837468,3.9286685891,7.7738890676,10.196946703,10.6239898216,0.4525
10.1104220506,0.7131304155,3.0199755274,9.365767914,9.4225849485,9.6408189678,9.7319335346,5.4228061724,9.9923898696,5.1085834245,9.4677601405,9.6841471618,3.5042995988,9.5766489791,9.7453416026,4.05430662,2.8802627472,9.8124652474,9.5037975782,0.8545
2.5657169589,3.2708246485,3.9391074725,2.5797692953,10.1703786959,10.0826657801,1.9927337893,0.7242882661,10.284097125,10.2347593317,6.8534727352,1.5137366968,9.8715356084,3.2181113567,10.1442780237,0.9660175968,9.6804570598,9.9495060045,10.3223278058,0.253
9.5773814804,1.2724529846,1.187629046,9.8962052372,9.8214916738,9.8609131772,9.6603193323,0.9621578672,9.5316526738,5.1142356346,9.6985164169,9.7956257908,2.0902984633,9.9380556672,9.3664121066,1.9368438935,0.4680819078,9.6004037636,9.5125891505,0.744
2.3186739625,3.046548711,1.9892346431,4.5930487699,10.500524541,9.9117086006,5.8030884628,2.6911942176,10.1832688516,10.1021040085,9.7917362232,7.0849311001,1.1743710157,9.6921953538,9.8315396224,0.0140143902,3.0036407167,10.3843569452,10.1462436951,0.4525
9.2812900627,0.8932436655,2.1746931847,9.6907276856,9.873510914,9.3692389147,9.7214146818,2.8024847535,10.0034248761,5.5645049495,9.5778198846,9.6507409494,1.0213962448,9.9763017436,9.6176585696,1.7043719083,2.9719224862,9.7225260425,9.6808225,0.639
