	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E1102_404	0.0	0.0	10.5413186659	0.0	0.0	3.4900395491	0.0	10.7548201206	10.7349791375	10.7788069196	4.7579364907	0.0	10.4804917725	0.0	0.0	0.0	10.8623638771	0.0	0.0
E905_125	2.812523816	10.827728498	0.0	0.0	2.7536944618	0.0	0.0	4.1773226907	11.0599645585	0.0	11.2826827157	1.4720249683	0.0	0.0	9.5641270779	8.4581909171	9.053973781	10.8860453334	0.0
E1196_515	9.6313930069	3.7801214662	1.5708097223	10.3299266916	10.1828744017	9.9547995784	9.8675977505	3.2261111756	0.0	0.0	9.7766934545	9.9049697151	0.0	9.6938556941	10.0145846154	0.0	0.0	0.0	10.1282437199
E552_450	0.0	0.0	1.9275900248	0.0	11.0870524115	0.0	3.3843743462	0.0	11.2187337363	11.3666669641	0.0	0.0	0.0	0.0	11.4094888087	5.9676056954	3.5479865333	0.0	0.0
E1698_699	9.902990033	0.0	0.0	9.4988718787	10.05282643	9.6843868069	9.9226657989	6.7759438986	0.0	1.9171818585	10.202872211	10.2936768603	0.0	9.7580403951	10.1740569604	3.0610386707	1.1229423778	0.0	9.8116469387
E1401_220	0.0	7.5200335597	10.0830610326	0.0	0.0	0.0	0.0	0.0	9.9536964601	10.6631285777	0.0	0.0	10.6112023652	4.1697629074	0.0	3.6586929481	10.6213657444	10.4938222512	10.5665804349
E1097_282	2.7575271938	0.0	10.8008341266	0.0	0.0	6.7295653263	0.0	2.4547617693	0.0	11.208592839	0.0	0.0	10.8872240968	0.0	0.0	3.8970095659	10.9369393397	0.0	10.8694520663
E1538_410	6.4509121012	6.3675965598	0.0	0.0	0.0	6.4484451928	4.3250069106	4.1822254278	0.0	11.9442316	11.7834858203	0.0	0.0	0.0	6.777811262	6.584023272	10.9963816791	0.0	0.0
E676_765	9.3643311726	4.7936185994	0.0	10.0305860952	0.0	9.5046828511	10.0333918266	0.0	0.0	0.0	10.1146668882	10.2311510483	4.3023405701	10.0169211462	9.8466993143	0.0	0.8766349375	10.1534609662	10.0739092755
E414_718	5.4717685815	0.0	11.1543962834	0.0	4.154779427	4.996902215	0.0	11.3602772143	11.3338746067	0.0	0.0	0.0	11.242755733	0.0	0.0	0.0	0.0	0.0	0.0
E92_524	4.5736389224	0.0	11.6610513045	0.0	0.0	0.0	0.0	11.6838734804	0.0	11.7394122443	2.0863029189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9280062898
E1416_382	0.0	0.0	10.7404712642	0.0	0.0	0.8995555851	3.3823010869	10.8914900076	0.0	11.2325001213	0.0	5.1785636851	10.9264189956	0.0	1.3557860355	0.0	10.9623187545	0.0	0.0
E1179_586	10.5597310159	0.9412034419	2.4494292629	10.4168082823	0.0	10.8678057565	10.7308570705	0.0	0.0	0.0	0.0	10.8970091015	3.2816413831	10.6236020181	0.0	5.9661687418	1.1822855279	0.0	0.0
E1597_383	7.2858094201	0.0	11.3933379449	0.0	0.0	2.182640499	0.0	10.3456562915	0.0	11.0810843869	2.9360281788	0.0	0.0	0.0	0.0	2.8703952687	10.8290123265	10.858616116	0.0
E1680_760	10.1275704632	0.0	0.0	10.012355217	0.0	10.372327371	10.1680412181	0.0	0.0	0.0	0.0	10.3816536175	0.0	10.288558395	10.3791700657	4.867762357	3.2522948332	0.0	10.4789207756
E670_789	0.0	0.0	11.5088550936	0.0	0.0	0.0	4.8653513796	10.8237676784	0.0	11.402082785	0.0	4.7500585362	11.2866559205	0.0	0.0	0.0	0.0	0.0	4.3126009762
E1748_438	0.0	4.5952493352	0.0	0.0	0.0	10.7277984087	0.0	2.1642598357	0.0	10.358881906	10.6456475435	6.3804885112	2.0996657806	10.5948854546	10.7835874699	4.8620785468	5.5804520563	10.8905969289	0.0
E831_421	6.9655323385	2.5706344035	0.1023178654	8.6262592566	10.3349590531	0.0	8.7868738927	4.1487158694	0.0	10.3161140529	10.2832301851	7.4774300663	0.0	10.160548896	10.4435749053	0.5085728511	0.0	10.0743490151	10.4726018618
E125_263	2.04441775	3.3633694834	0.0	0.0	0.0	10.8146133147	0.0	0.0	0.0	0.0	0.0	0.0	11.0386346225	0.0	0.0	0.0	11.0830531149	11.0435358282	10.8200646647
E1830_130	0.0	10.8087170392	0.0	0.0	0.0	0.0	0.0	2.6341476087	0.0	0.0	10.8354418914	2.0909050113	1.8885676083	0.0	0.0	7.9059733307	10.8545292292	10.947526104	11.172206696
E960_401	0.0	0.0	10.2977242463	0.0	0.0	0.0	0.0	10.2830894237	10.7894828688	0.0	0.0	4.2638578695	10.9541230794	0.0	0.0	0.0	10.6048224589	11.0847789849	0.0
E722_718	3.2702706698	0.0	10.7546275527	0.0	0.0	0.0	0.0	0.0	0.0	10.2293344915	0.0	0.0	10.8342726727	0.2998802024	0.0	0.0	10.5997417804	10.8788666722	10.8204769837
E30_71	0.0	11.2042499714	0.0	0.0	0.0	5.0209202669	0.0	0.0	0.0	0.0	0.0	3.4239073369	0.0	1.9165056795	0.0	11.34866302	0.0	11.2954014148	11.275722072
E1561_285	0.0	6.8425938921	10.997479758	0.0	0.0	4.3913138655	0.0	9.1330756559	0.0	0.0	0.0	0.0	10.9366040326	0.0	5.4260401829	4.5568340831	11.1228004383	10.9403190574	10.0319037527
E242_213	7.660641438	7.4246518668	5.6570426494	8.3135089823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3750508608	12.2024849245	9.0264713632	0.0	3.5767373047	0.0	0.0	11.9691299665
E496_41	0.0	11.3676201297	0.0	0.0	0.0	4.5839271194	4.8202961722	3.2682722266	0.0	3.4317855334	11.1089583068	1.5561644456	0.0	5.7979053519	3.1476239258	11.3090080251	1.2218255659	11.2769111794	0.0
E1647_587	0.0	0.0	10.4278751682	3.3225576333	0.0	0.0	0.0	10.6634154165	11.1163528596	0.0	0.0	0.0	11.22264171	0.0	3.17089469	6.598541027	11.1263378567	0.0	5.6003167436
E566_374	4.3729557932	5.7597816013	11.1914964103	0.0	0.0	0.0	0.0	11.3096804472	11.3939770483	11.1973077888	0.0	0.0	0.0	3.6295457175	2.140752206	0.0	0.0	0.0	0.0
E1673_380	0.0	0.0	0.0	0.0	10.9821539626	0.0	0.1455380342	0.0	0.0	0.0	0.0	0.0	7.1070588878	10.7503671905	10.7635035668	0.0	5.5327566558	12.0828051478	0.0
E1846_453	9.7155703538	0.0	1.753340656	9.7530268452	9.9143444936	10.1634081194	9.8005820622	0.0	0.0	0.0	9.3642012762	9.7584141887	0.0	9.5231142749	9.9301054492	0.0	7.7412502583	9.9199517862	9.7865936432
E717_283	5.0852749458	9.421254353	11.0698539959	0.0	0.0	0.0	0.0	9.1062414346	0.0	0.0	7.7889715877	6.1795167667	11.2365055522	0.0	4.8291864375	0.0	11.1092934066	10.6844309025	0.0
E410_465	0.0	0.0	10.5516977054	3.5027505922	0.0	0.0	5.9565685789	11.0851388679	10.7996572722	0.0	0.0	3.3382455044	11.051365425	0.0	0.0	0.0	0.0	11.1961521392	0.0
E396_717	6.9362763339	0.0	10.6594081002	2.1889928946	0.0	5.0715601474	0.0	11.0761835081	0.0	10.971908182	0.0	0.0	10.8917072261	0.0	0.0	6.187082733	11.0297569164	0.0	0.0
E1225_707	10.4921816969	0.0	1.1885814492	10.7377739257	0.0	0.0	10.3345629098	0.0	0.0	0.0	10.4130368996	10.4331807112	0.0	10.2023909689	0.0	0.0	3.0878316122	0.0	10.6748424877
E593_600	9.8859820977	0.0	0.0563768032	9.7529071185	10.0208973388	10.1664397587	9.5970620168	1.2940355791	0.0	0.0	10.1456878206	10.0715509204	0.0	9.7301464393	10.0208594736	2.6984725144	0.0	10.1475723591	0.0
E1514_727	9.9782280138	0.0	1.6885205603	9.4805597936	9.5917435523	0.0	9.7508107719	0.0	10.2262313869	0.0	9.927345983	9.7512184312	0.0	9.6700218545	9.9892385839	0.0	0.0	9.8860351137	9.7175568077
E1287_584	5.1137149624	0.0	10.672722384	5.2053355881	0.0	0.0	0.0	10.3392112881	11.1189903248	0.0	0.0	0.0	10.430893711	0.0	1.8248312966	6.8605354014	10.6510725191	10.7129132261	0.0
E1193_657	9.7023617874	1.6269636839	0.0	10.0653515399	10.046543558	9.9485072176	9.7258907551	4.8455603692	0.0	3.0764105718	9.7768665061	9.6651779904	0.0	9.9587197626	9.2532992674	0.0	0.0	9.9914612918	9.755171771
E1978_106	0.0	10.9728900241	0.0	0.0	0.0	0.0	0.0	0.0	11.6241156071	0.0	11.8504510149	0.0	0.0	0.0	9.0260478623	9.2868086929	0.0	0.0	0.0
E1694_570	4.9019926876	0.0	10.6810077145	0.0	0.0	0.0	0.0	11.1082800116	0.0	10.5865054644	0.0	0.0	10.6835409521	0.0	0.0	6.6380759666	10.675416887	10.2425598853	0.0
E1534_250	0.0	2.4332955571	10.8085551375	0.0	6.2888593423	2.1148861162	0.0	10.4894221542	0.0	10.9750883083	4.2439028277	0.0	10.6299940482	0.0	0.0	2.6118740041	10.7493178722	10.3965740987	0.0
E1798_332	5.5860032816	0.0	0.0	0.0	11.4522395676	0.0	0.0	3.3365772644	0.0	11.3986764563	0.0	0.0	3.8959066188	11.0026956232	0.0	0.0	0.0	0.0	11.2169131269
E1651_442	0.0	0.6627377299	10.3183968968	6.6842373338	0.0	0.0	0.0	10.1443015259	10.6347901806	10.6190831489	0.0	0.0	10.4194317412	0.0	5.2115214938	3.3906934187	10.476990215	10.5352187021	3.3259229376
E1500_157	0.0	11.1353676502	2.1288087609	2.664856831	2.9114506947	4.4955103175	2.2841410053	3.898952289	10.8166862982	0.0	11.0658726125	0.0	5.4434057364	4.3025694496	0.0	7.416874879	10.2259248585	0.0	11.1829622073
E1427_564	0.0	0.0	10.8368836802	0.0	0.0	0.0	0.0	10.8310275022	11.1629451057	0.0	0.0	0.0	11.113393888	0.0	0.0	0.0	10.8501493328	0.0	0.0
E437_616	10.594860445	0.0	0.0	9.9675534085	10.6246620075	0.0	10.2191941346	1.5566463669	0.0	2.1238677248	0.0	10.2343239954	6.3149468206	9.8759775674	10.1940762436	5.3132781002	3.9397707586	0.0	10.27218534
E14_185	0.0	9.2942203765	7.3352200596	0.0	0.0	0.0	0.7609040477	4.631616433	0.0	0.0	11.0026832051	0.0	7.6085076931	0.0	11.2869520406	0.0	11.0353162991	0.0	11.1977099988
E1134_316	2.3749986525	0.0	10.987569488	0.0	0.0	0.0	1.8676942979	10.8752124662	10.9451387413	10.9964543764	5.1727461419	2.8913978509	10.9727458354	0.0	0.0	4.6271408912	0.0	0.0	0.0
E1032_80	0.0	10.3881221889	3.0694427087	1.5559806485	1.5277605714	0.0	0.0	0.0	10.5680655112	0.0	10.907403398	0.0	0.0	0.0	5.0963966675	11.0474303137	10.7130156595	10.4384358362	0.0
E1603_103	0.0	11.3310199963	0.0	0.0	0.0	5.2814197621	4.0262292321	0.0	11.2694702132	10.9413899029	11.3656630078	0.0	3.4642401262	0.0	0.0	8.1885633968	0.0	0.0	0.0
E1745_261	2.1114769939	4.8920945392	10.6549549552	0.0	8.8411956461	0.0	0.0	4.4880078794	0.0	0.0	9.3792418036	6.0005796241	11.3824792833	0.0	0.0	0.0	11.2144927873	0.0	11.040683321
E31_193	0.0	10.8896372429	9.5409328597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8574789642	0.0	10.8813085184	0.0	10.9900616596	10.6333225153	0.0
E1028_546	0.0	0.0	10.736030316	3.2561323842	0.0	0.0	3.355323504	10.7119693591	9.8453301306	10.8458251948	0.0	0.0	10.3864989911	0.0	0.0	1.0645250574	10.1471436571	10.4224223737	0.0
E1332_139	0.0	10.5723611307	3.0874414996	0.0	0.4548964471	0.0	0.0	3.8230832507	10.7677586431	10.5923342658	0.0	4.3153097165	0.0	0.0	10.4483421452	5.0495275951	0.0	10.9984600176	10.7150353026
E581_748	0.0	0.0	11.2253689771	0.0	3.2520704436	0.0	0.0	11.3113151881	11.3929230573	0.0	5.3043651164	0.0	0.0	0.0	0.0	0.0	11.1875518881	0.0	0.0
E1436_616	9.5104229336	2.8208554784	3.4886295533	9.8475354116	9.8906613072	10.3639562224	9.7571409126	0.0	10.1658405099	0.0	10.16962216	9.9151322597	0.0	9.7552649975	10.0773504948	0.0	0.0	0.0	0.0
E928_447	0.0	1.5587407624	11.0864522774	0.0	0.0	0.0	0.0	10.9758583637	0.0	0.0	0.0	2.6710391093	10.6318527173	0.0	4.5266105069	0.0	11.0924892636	10.9778581834	0.0
E201_173	0.0	9.0308262743	0.0	0.0	0.0	9.3532383731	0.0	1.0795906132	10.5977037508	10.6500906893	8.4887753519	0.0	9.934776362	0.0	10.430123183	0.0	10.510521178	0.0	10.5486527903
E1354_463	0.9968057929	3.397356326	10.7525171669	0.0	3.0135315476	0.0	0.0	10.3624295916	10.6590074756	10.647115839	0.0	0.0	9.9344556623	0.0	0.0	0.0	10.5333646003	10.2868076887	4.2097552414
E1525_123	0.0	11.2117004612	0.0	0.0	2.3663808364	0.0	3.9852552037	0.0	11.1016994781	10.3130681144	10.9961277015	2.7985309151	0.0	0.0	0.0	6.63813004	0.0	0.0	10.9639804664
E1857_722	0.0	0.0	11.0982380832	1.9108704558	3.4463665516	0.0	1.6661464306	10.5884447394	0.0	11.0618522745	3.8206881492	4.2386980115	10.8088930432	0.0	2.1340427727	0.0	11.1624653835	0.0	0.0
E972_555	10.0930273086	0.0	0.0	9.8750276811	9.652873262	9.7401260547	9.4513704902	0.0	0.0	0.0	9.8644366072	9.6282772281	1.2687832797	9.8415982173	9.7029051662	0.0	0.0	10.0807756634	10.0506312663
E21_284	4.818652161	0.0	7.5101646999	0.0	0.0	10.3732586075	0.0	0.0	0.0	10.4944266969	0.0	0.0	10.6367629539	0.0	10.1074541251	0.0	10.5354004858	10.6070358733	10.3336065889
E619_656	2.7862009431	0.0	10.8922817248	5.6373034912	0.0	0.0	1.2756179387	11.6585093399	0.0	11.2775427096	0.0	0.0	0.0	0.0	1.6878529616	5.0120311247	0.0	11.1555194256	4.213073602
E241_603	9.8017977851	5.089734496	0.0	9.9901094798	9.9414415781	10.1247315899	9.5661031223	0.0	0.0	0.0	10.337241315	10.1530893057	0.0	9.9885355895	0.0	0.0	5.9869363149	9.702359504	9.7580588915
E927_432	0.0	0.0	10.6072210321	0.0	3.3326606964	0.0	0.0	10.3673808212	10.7995533868	10.4648658609	0.0	0.0	10.9329758811	0.0	0.0	0.0	10.9406029429	0.0	0.0
E949_413	0.0	0.0	11.4632609996	0.0	0.0	0.0	0.0	0.0	0.0	11.0537134404	0.0	0.0	10.9806159257	1.6179088435	0.0	0.0	11.566097889	0.0	0.0
E65_389	9.1206187617	0.0	0.0	9.2136179733	9.7771346139	10.1240190706	9.4154794762	0.0	9.8530400024	0.0	10.2037807062	9.6980375738	3.2663240924	9.7818083711	10.0960326478	0.0	0.0	0.0	10.3063396146
E521_479	9.98966784	3.4136840576	0.0	9.7687742667	10.0482964998	10.4725511354	9.1998072183	0.0	10.038257766	0.0	0.0	9.9570374549	0.0	10.042491652	9.8509487284	4.9527572078	0.0722271749	9.9511777491	0.0
E639_425	0.0	0.0	10.962575717	2.4119792436	0.0	0.0	0.0	10.9068208889	0.0	10.7807916953	0.0	2.498303528	10.958721824	0.0	3.4140007755	0.0	11.1492387115	0.0	5.6770753007
E1682_535	0.0	0.0	11.303268056	4.5662374881	2.9608737155	0.0	0.0	11.4398741901	0.0	11.2255580292	0.0	0.0	11.1408143294	0.0	0.0	4.1522393311	0.0	0.0	0.0
E785_147	0.0	10.8090583316	0.0	4.3047377591	0.0	0.0	0.0	0.0	0.0	0.0	10.9734378046	1.6085169501	0.0	0.0	10.9554901428	5.6177093336	10.268582171	0.0	11.5078024633
E1402_204	0.0	9.5852278084	8.2573209593	5.6248447624	0.0	0.0	0.0	2.8657665663	0.0	10.5676671498	0.0	0.0	10.6358545455	0.0	10.8561613251	2.3569838796	10.8926879529	0.0	10.9732790993
E925_539	0.0	2.4616667683	10.7786523889	0.0	0.0	2.717329752	1.1117561041	10.5841645833	10.2452568404	10.6864436295	6.8659280919	0.0	10.744287656	1.8317029673	0.0	0.0	0.0	10.9713035236	0.0
E1714_532	6.1285881405	0.0	0.0	2.1902558427	0.0	11.4867914482	4.4811003431	7.952874766	0.0	11.887490052	0.0	0.0	6.8265597165	0.0	0.0	0.0	0.0	0.0	11.4974737911
E1821_155	0.0	11.4330780881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.227391242	10.9903121781	5.8512667037	0.0	0.0	11.3382813289	7.3410833198	0.0	0.0	0.0
E111_653	0.0	3.675483646	10.8179883796	3.135293151	0.0	0.0	5.0814220262	10.7614050819	0.0	0.0	0.0	0.0	11.066590492	0.0	0.0	0.0	10.9218890549	11.1840618567	0.0
E965_694	9.5257018944	0.8236845676	0.0	9.5253635463	9.8538255547	9.6717078332	9.7322683	0.0	9.5772451766	0.0	9.9008607926	9.5298686827	3.2011377854	9.759044632	9.872481926	4.268480121	3.3681444841	9.8472843097	9.5034328603
E1591_489	9.8531702199	1.2153001421	0.0	9.9560217268	10.1360257946	0.0	10.1145020846	0.0	10.1215683523	0.0	0.0	10.0993420567	0.0	0.0	10.0223447076	0.0	5.8394578068	10.3925967133	10.2338050521
E815_68	2.9263259691	10.7686631964	0.0	0.0	0.0	0.0	0.0	0.0	10.527337333	7.0661231214	10.6719529199	0.0	1.2315448971	0.0	3.1691348517	10.9636531106	9.8959786824	11.0051585383	0.0
E1071_726	9.5750507809	3.1004494261	0.0	9.9519666708	9.5189151313	9.7008129492	9.2525928658	0.9784359741	9.9198932893	0.0	9.837851088	9.8899241511	0.0	9.6555019697	9.7395067162	0.2359099328	4.4164774151	9.8144244005	9.3653617757
E1224_51	0.0	11.1708732612	0.0	0.0	5.8280489533	0.0	0.0	0.0	10.9304313428	0.0	11.0870239938	0.0	0.0	0.0	0.0	10.3832090975	0.0	0.0	11.0909131867
E1173_513	3.5190187077	0.0	10.6454996122	0.0	2.9364364741	0.0	0.0	11.2793550442	0.0	10.6493828421	0.0	0.0	11.031599178	0.0	0.0	0.0	11.0722777724	0.0	5.6084544528
E1001_757	10.1411505402	0.0	0.0	9.8065853227	9.835659557	9.7302225487	9.9353712113	0.0	10.1594011501	3.3125638628	10.2190539952	9.9469922044	0.0	9.7775570737	10.0136994611	0.0	0.0	0.0	0.0
E896_532	0.0	0.0	11.0907158481	0.0	0.0	0.0	0.0	10.862379896	0.0	11.0913180055	0.0	1.9133478411	10.7755737082	2.2405153009	3.5640621555	0.0	10.9718983669	0.0	1.4999981099
E656_613	10.0499860522	0.0	0.0	9.7078813855	10.0043187362	0.0	10.2838564654	0.0	10.1515042078	3.154039188	0.0	9.9375302268	0.0	10.2585743205	10.3135376824	2.5645550475	4.6824620596	0.0	10.2116357842
E25_681	9.8285941281	0.0	0.0	9.8600774723	9.8881372425	0.0	9.9329739975	0.0	0.0	5.6548297833	9.7485545243	10.2755884475	0.0	9.9303801896	9.6060334857	0.0	0.0	9.6386482635	10.5933296612
E875_422	9.9053465161	0.0	0.0	9.0250159523	9.8710911568	10.0671336232	9.9041176839	0.0	10.1697590144	6.7894517546	10.3387574479	9.7310550497	0.0	10.0848413406	0.0	0.0	0.0	10.0637897828	0.0
E429_653	10.0989240667	0.0	0.0	9.7226528943	9.7726394517	9.8999118162	9.9788974221	0.0	10.1062154142	0.0	9.8767171122	10.0614206325	2.2731740188	10.0611846335	0.0	5.2529762389	0.0	9.9786921836	0.0
E188_127	0.0	11.5775080675	0.0	0.0	0.0	7.2331220583	0.0	0.0	0.0	0.0	11.2488260569	0.0	0.0	0.0	0.0	0.0	11.3040191296	10.8427047864	0.0
