Regulator	Target	SINGE_Score
DHH	AMH	0.00014
DMRT1	DKK1	0.00014
WNT4	NR5A1	0.00014
SRY	UGR	0.00014
DHH	DKK1	0.00013
WT1pKTS	NR5A1	0.00013
DKK1	AMH	0.00013
FOXL2	PGD2	0.00013
UGR	CBX2	0.00013
AMH	DMRT1	0.00013
RSPO1	CTNNB1	0.00013
NR5A1	SOX9	0.00012
PGD2	GATA4	0.00012
CBX2	FGF9	0.00012
CBX2	SRY	0.00012
CTNNB1	AMH	0.00012
PGD2	WT1mKTS	0.00012
UGR	DKK1	0.00012
RSPO1	WNT4	0.00012
DMRT1	NR0B1	0.00012
RSPO1	DKK1	0.00011
SRY	WT1pKTS	0.00011
UGR	NR5A1	0.00011
DMRT1	SOX9	0.00011
CTNNB1	DMRT1	0.00011
UGR	WT1pKTS	0.00011
SRY	RSPO1	0.00011
SOX9	DHH	0.00011
UGR	DHH	0.00011
SRY	CTNNB1	0.00011
FOXL2	CTNNB1	0.0001
GATA4	SRY	0.0001
NR0B1	FGF9	0.0001
UGR	PGD2	0.0001
WT1pKTS	SOX9	0.0001
PGD2	SOX9	0.0001
SRY	CBX2	0.0001
NR0B1	NR5A1	0.0001
NR5A1	AMH	0.0001
FGF9	PGD2	0.0001
CTNNB1	DHH	0.0001
NR0B1	DHH	9e-05
SRY	AMH	9e-05
DKK1	SOX9	9e-05
WT1pKTS	UGR	9e-05
CTNNB1	SRY	9e-05
RSPO1	DMRT1	9e-05
FOXL2	AMH	9e-05
AMH	SRY	9e-05
CBX2	SOX9	9e-05
CTNNB1	FGF9	9e-05
WNT4	FGF9	9e-05
NR5A1	PGD2	9e-05
WT1pKTS	CBX2	8e-05
NR0B1	SOX9	8e-05
AMH	DHH	8e-05
WNT4	RSPO1	8e-05
SOX9	DMRT1	8e-05
RSPO1	DHH	8e-05
NR5A1	NR0B1	8e-05
DKK1	SRY	8e-05
PGD2	FGF9	8e-05
SOX9	SRY	8e-05
SRY	WNT4	8e-05
DMRT1	AMH	8e-05
WNT4	DMRT1	8e-05
FOXL2	NR0B1	8e-05
UGR	FOXL2	8e-05
PGD2	UGR	7e-05
WNT4	DHH	7e-05
PGD2	NR0B1	7e-05
FOXL2	RSPO1	7e-05
RSPO1	SRY	7e-05
NR0B1	UGR	7e-05
GATA4	WNT4	7e-05
DMRT1	GATA4	7e-05
UGR	WNT4	7e-05
PGD2	WNT4	7e-05
FGF9	GATA4	7e-05
SRY	DHH	7e-05
SRY	NR0B1	7e-05
CBX2	AMH	7e-05
WNT4	CBX2	7e-05
DMRT1	FGF9	7e-05
DHH	FGF9	7e-05
WT1pKTS	DHH	7e-05
CTNNB1	SOX9	6e-05
FGF9	WT1mKTS	6e-05
SRY	PGD2	6e-05
FGF9	DHH	6e-05
UGR	CTNNB1	6e-05
WT1mKTS	GATA4	6e-05
GATA4	DHH	6e-05
DKK1	WT1mKTS	6e-05
SOX9	WT1mKTS	6e-05
UGR	GATA4	6e-05
SRY	FGF9	6e-05
FGF9	CTNNB1	6e-05
WT1pKTS	PGD2	6e-05
FOXL2	WNT4	6e-05
WT1pKTS	AMH	6e-05
NR5A1	WNT4	6e-05
AMH	SOX9	6e-05
UGR	FGF9	6e-05
UGR	AMH	6e-05
CBX2	PGD2	6e-05
WT1pKTS	DKK1	6e-05
AMH	GATA4	6e-05
NR0B1	DKK1	6e-05
FOXL2	SOX9	5e-05
RSPO1	SOX9	5e-05
DKK1	GATA4	5e-05
AMH	PGD2	5e-05
NR0B1	WT1mKTS	5e-05
CBX2	DHH	5e-05
DMRT1	WT1mKTS	5e-05
PGD2	WT1pKTS	5e-05
PGD2	RSPO1	5e-05
AMH	WT1mKTS	5e-05
DKK1	DMRT1	5e-05
DHH	WT1mKTS	5e-05
FGF9	DMRT1	5e-05
SOX9	GATA4	5e-05
RSPO1	AMH	5e-05
WNT4	CTNNB1	5e-05
DHH	SOX9	5e-05
UGR	WT1mKTS	5e-05
DHH	GATA4	5e-05
CBX2	DKK1	5e-05
SRY	WT1mKTS	5e-05
WNT4	NR0B1	5e-05
