Regulator	Target	SINGE_Score
NR5A1	DKK1	0.0003
UGR	FGF9	0.00029
SOX9	DHH	0.00029
DHH	PGD2	0.00028
NR5A1	AMH	0.00028
RSPO1	CBX2	0.00028
DHH	RSPO1	0.00027
SOX9	NR0B1	0.00027
CTNNB1	FGF9	0.00027
SOX9	SRY	0.00026
NR0B1	WNT4	0.00025
WNT4	CBX2	0.00025
UGR	DHH	0.00025
FGF9	SRY	0.00024
UGR	DKK1	0.00024
DMRT1	CBX2	0.00024
UGR	CTNNB1	0.00024
UGR	NR5A1	0.00023
DKK1	DMRT1	0.00023
NR5A1	CBX2	0.00023
NR0B1	PGD2	0.00022
CTNNB1	DHH	0.00022
SOX9	CTNNB1	0.00022
UGR	NR0B1	0.00021
SRY	NR0B1	0.00021
CBX2	PGD2	0.00021
CTNNB1	SRY	0.00021
DHH	FOXL2	0.0002
CTNNB1	DMRT1	0.0002
UGR	DMRT1	0.0002
RSPO1	NR5A1	0.0002
FGF9	FOXL2	0.00019
DMRT1	SRY	0.00019
SRY	SOX9	0.00019
DKK1	SRY	0.00019
GATA4	AMH	0.00018
FGF9	RSPO1	0.00018
DHH	SRY	0.00018
NR0B1	RSPO1	0.00018
UGR	RSPO1	0.00018
DKK1	RSPO1	0.00017
SRY	PGD2	0.00017
WNT4	SOX9	0.00017
GATA4	WT1mKTS	0.00017
RSPO1	DKK1	0.00017
CTNNB1	SOX9	0.00016
DMRT1	DHH	0.00016
CBX2	SRY	0.00016
DHH	NR5A1	0.00016
AMH	UGR	0.00016
CBX2	RSPO1	0.00016
PGD2	FOXL2	0.00015
RSPO1	AMH	0.00015
CTNNB1	NR5A1	0.00015
PGD2	SOX9	0.00015
CBX2	DKK1	0.00015
FOXL2	UGR	0.00015
DKK1	CTNNB1	0.00015
FOXL2	NR5A1	0.00014
CBX2	SOX9	0.00014
SRY	WNT4	0.00014
CBX2	CTNNB1	0.00014
AMH	CBX2	0.00014
RSPO1	SRY	0.00014
FGF9	WNT4	0.00014
DKK1	SOX9	0.00013
DMRT1	RSPO1	0.00013
GATA4	WNT4	0.00013
NR0B1	FOXL2	0.00013
AMH	SRY	0.00013
WNT4	RSPO1	0.00013
SRY	NR5A1	0.00013
AMH	FOXL2	0.00012
CTNNB1	NR0B1	0.00012
SRY	GATA4	0.00012
NR0B1	CBX2	0.00012
DKK1	AMH	0.00012
DKK1	FOXL2	0.00012
AMH	NR5A1	0.00012
CBX2	NR5A1	0.00012
AMH	WNT4	0.00012
DMRT1	WNT4	0.00011
DMRT1	DKK1	0.00011
AMH	NR0B1	0.00011
PGD2	RSPO1	0.00011
DKK1	CBX2	0.00011
UGR	AMH	0.00011
PGD2	CTNNB1	0.00011
WNT4	NR5A1	0.00011
GATA4	WT1pKTS	0.00011
WNT4	AMH	0.0001
DKK1	PGD2	0.0001
PGD2	FGF9	0.0001
FGF9	CTNNB1	0.0001
SOX9	FOXL2	0.0001
NR0B1	DMRT1	0.0001
DKK1	NR0B1	0.0001
UGR	SRY	0.0001
NR0B1	CTNNB1	0.0001
WNT4	DMRT1	0.0001
AMH	WT1mKTS	0.0001
NR0B1	SOX9	9e-05
WNT4	DHH	9e-05
NR5A1	SOX9	9e-05
CTNNB1	FOXL2	9e-05
CBX2	DMRT1	9e-05
RSPO1	PGD2	9e-05
GATA4	FOXL2	9e-05
WT1mKTS	GATA4	9e-05
SRY	WT1mKTS	9e-05
DHH	GATA4	9e-05
DMRT1	CTNNB1	9e-05
PGD2	GATA4	9e-05
WNT4	CTNNB1	9e-05
CTNNB1	UGR	8e-05
DKK1	FGF9	8e-05
WT1mKTS	WT1pKTS	8e-05
WNT4	NR0B1	8e-05
SRY	UGR	8e-05
AMH	SOX9	8e-05
NR0B1	DKK1	8e-05
WT1mKTS	RSPO1	8e-05
FOXL2	WT1pKTS	8e-05
RSPO1	NR0B1	8e-05
CBX2	NR0B1	8e-05
CTNNB1	DKK1	8e-05
NR5A1	CTNNB1	8e-05
RSPO1	CTNNB1	8e-05
CBX2	WNT4	7e-05
FOXL2	SRY	7e-05
WNT4	FOXL2	7e-05
SRY	WT1pKTS	7e-05
CTNNB1	PGD2	7e-05
DMRT1	PGD2	7e-05
PGD2	WNT4	7e-05
DHH	CBX2	7e-05
CTNNB1	WT1mKTS	7e-05
AMH	RSPO1	7e-05
AMH	CTNNB1	7e-05
AMH	GATA4	7e-05
FOXL2	WT1mKTS	7e-05
DHH	UGR	7e-05
FGF9	WT1pKTS	7e-05
WNT4	GATA4	7e-05
NR5A1	WT1mKTS	6e-05
NR5A1	GATA4	6e-05
PGD2	SRY	6e-05
PGD2	NR5A1	6e-05
WNT4	WT1pKTS	6e-05
DMRT1	AMH	6e-05
SRY	CTNNB1	6e-05
DMRT1	UGR	6e-05
NR5A1	FOXL2	6e-05
CTNNB1	AMH	6e-05
NR5A1	SRY	6e-05
AMH	DKK1	6e-05
DKK1	DHH	6e-05
PGD2	WT1pKTS	6e-05
NR0B1	DHH	6e-05
RSPO1	FOXL2	6e-05
PGD2	WT1mKTS	6e-05
RSPO1	DHH	6e-05
FOXL2	GATA4	6e-05
CBX2	FOXL2	6e-05
SOX9	NR5A1	6e-05
CTNNB1	GATA4	6e-05
CTNNB1	WT1pKTS	6e-05
PGD2	UGR	6e-05
PGD2	AMH	5e-05
WNT4	SRY	5e-05
AMH	DHH	5e-05
FGF9	GATA4	5e-05
WT1pKTS	SRY	5e-05
SRY	AMH	5e-05
AMH	WT1pKTS	5e-05
WT1pKTS	WT1mKTS	5e-05
UGR	WT1pKTS	5e-05
