DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,Time,Experiment
9.7398815946,4.2548424222,10.1140657725,2.774773578,6.4811711571,4.0259820706,10.20531442,9.6374851936,10.159737159,10.1507829862,3.1057888395,2.2510422745,10.1203038531,4.6711426871,10.4644916164,2.7873111603,3.1816435736,4.6451279668,10.0505209413,81.9394754135205,1
3.8762660226,3.0195288576,1.0398194487,5.0235399752,0.2244247129,0.0307334229,10.5063745491,8.0804858433,5.9494417787,8.7572025666,10.7473677901,4.3457976193,8.4108915738,10.4543402504,10.7544164549,4.8693785552,9.58591919,5.560790427,10.7181620515,30.9786755058899,1
4.3873883526,5.1062699673,2.5506719267,1.2728758465,2.11212088,3.6254346365,10.85400985,5.6220358554,5.6513077723,6.2811548954,10.4005199855,3.1240298104,0.3955035991,10.6604887953,10.5051943774,0.4510725733,10.9930013414,5.7073171109,10.4358532591,21.4185160206422,1
9.856469332,9.6811379897,1.7775011465,9.5644365404,3.6328803146,9.0957441994,9.6148074128,9.7847146241,10.1683623139,4.2954603674,1.3752907524,9.7104763594,7.0703115153,9.760052812,9.5096327773,4.0382100386,5.362612187,9.4586875601,9.6117427085,138.348018668789,1
9.8286223353,9.4468402753,3.9191458082,9.4832339607,2.1841901659,9.5622018853,10.0228242213,9.3404483957,9.6924300896,1.5963610734,4.289115543,9.9866221183,6.9220863431,9.8984201422,9.4831430557,2.7631234335,3.2128478457,9.3729142336,9.8088589076,152.210858836886,1
4.3331423815,6.4726076953,6.2833755151,6.2105750517,4.5021017241,4.6388836838,10.5609780298,2.0003648839,0.5260110313,5.1866864294,10.3526526312,1.5477368504,3.6247814439,10.705836691,10.4869433772,5.4791938647,11.0976896022,4.9087990724,10.5153992631,13.9059141833768,1
10.2840075031,1.5761164876,8.4086695023,1.1620501703,5.0286606331,1.8846270205,10.5256812707,10.2764869601,10.2720777628,8.0175950902,3.1975704344,3.5611459738,10.2172038051,2.904528421,10.6510943404,0.4449917442,3.0736954406,4.3416606109,10.3703947417,96.7236079611692,1
9.8368377943,9.5950420745,2.6358126088,9.7781583497,2.3434296262,9.6839684213,9.6138636123,9.6698456682,9.8026626244,3.2439263446,2.7895118022,9.6482066538,6.6679183723,9.7628311554,9.7579073383,2.731470252,1.8275301111,9.4613338565,9.5657928963,147.53440040324,1
4.2633201779,5.2204388793,0.6697813881,5.5017574514,3.1714571026,2.4952980685,10.4062060349,7.6057661185,2.9695187913,7.6435111163,10.3795336472,4.0492995145,10.1601450316,10.4725292996,10.7010822838,1.7492225319,9.5647832513,3.5291082982,10.8062696443,34.3074335588947,1
9.2390069382,9.7356762659,4.082176987,9.5575680582,1.1385453511,9.7397930026,9.8664139196,9.902659749,9.8684612486,3.8352871475,0.3017982017,9.8299384596,4.3782671212,9.6433498973,9.5118157051,3.2683549836,3.8680931225,9.3712662307,9.8862868611,142.716973304025,1
3.5718918272,4.3382571549,2.8578766749,1.731624056,4.5229682357,2.9031986073,10.220409878,4.0217231866,3.3547914399,4.1170677848,11.0258900838,2.8941210582,6.6417093129,10.4287218805,10.5561597668,2.2296243014,10.8673689885,2.74331802,10.7757174602,12.8172499098315,1
9.5784247863,9.6795060091,3.8318209696,9.5722846022,2.6206952472,9.8805682908,9.6742034717,9.4754043222,9.9519946666,4.7695094092,5.1581450269,9.1454747913,5.1730450697,9.672152874,9.878262996,1.3042732067,6.439678194,9.856290578,9.5550901724,149.437809576809,1
2.5158029031,5.2523559385,5.9482734666,3.1182956921,4.5691528452,0.7559262816,10.8053654033,4.9626923415,5.0695743051,7.3824927483,10.5407973274,1.3866460331,8.8392607765,10.8099313299,10.6309392576,2.1229919066,10.0080693346,5.0019067271,10.5124892781,28.7107520889937,1
2.2714902126,8.5078070725,5.0196384444,6.4006915243,2.6461888331,1.6143220891,9.7778986691,2.6937958951,3.3309384116,3.1643030164,10.5740090737,5.2325644665,4.0920584896,10.6780976581,10.3015963756,6.0457192092,10.9586350381,7.1767251134,10.9219336091,0.0,1
3.5550059474,2.608294279,1.8614739816,6.5406729253,3.6488896784,0.5156370542,10.3019550183,9.7979764299,2.63220186,10.0538839633,10.3716690674,0.8624697931,10.2617910216,10.6481441653,10.2503673243,3.9517139252,6.7312209854,3.8225665716,10.1743432769,47.2731233580355,1
1.7517204489,2.760455312,4.1389346217,6.3633779045,0.7097012877,4.8790924667,10.5357125192,2.7563344547,2.6413408074,6.0560721236,10.5533507191,2.6518846279,4.416856109,10.6414926863,10.385904027,0.543962245,10.9552399137,5.3676168578,10.829648928,14.7754715943613,1
9.7043683519,9.6406820865,0.6929957898,9.9045376607,0.4726014281,10.0827163199,9.6006167891,9.9093955029,9.2435955621,1.6672986091,2.5201821344,9.5724812894,0.3686591887,9.476865394,9.7726726768,3.354933141,3.534104514,9.6511652142,9.664724345,157.223220316029,1
3.2603326966,6.4633652665,0.8955789154,4.7700506577,1.9374547012,3.4595364158,10.5102229168,5.039405189,1.2628167309,4.2389129144,10.5213616108,6.8804934765,6.4525303848,10.2835083486,10.6278755854,2.6563453908,11.0622793356,4.2368446266,10.7289219542,9.82486356795398,1
5.8816071712,3.3655434393,1.6250335984,3.6930404359,5.2156550845,2.5804998726,10.6518737784,7.0723561577,6.2925802805,4.5403612616,10.4630716202,4.7870130975,3.3336216204,10.7377789412,10.0668053877,5.615917819,11.1573014342,6.1282291755,10.4646403058,0.0,1
9.8625114094,9.2945329107,0.927267336,9.3823765943,3.2464227659,9.7203742361,9.7663304823,10.0669873716,9.662100322,4.8355097136,3.6424564077,9.5549259253,0.7760574699,9.3296779377,9.983052562,5.2601557617,1.4217116066,9.5714359799,9.8638542016,140.96110246925,1
9.7893864313,9.7785066497,3.0746414368,9.5901358549,1.0132869672,9.6902871295,9.5601510359,9.5274004014,9.510809084,5.1686427249,0.578455563,9.30658381,3.2884194289,9.6667974849,10.0467006264,4.0936853586,2.9498332765,10.1006175309,9.5552280167,153.652253837345,1
9.3418916777,3.4686559934,9.4773802226,7.0114230874,9.1362758282,1.8283739165,9.9688434388,9.5542966262,8.7209566486,10.1950753314,7.871399368,2.3899774786,10.4485466785,9.6666030869,10.0908913369,1.8845581537,3.5908623202,6.1144255332,9.9330541036,71.0648737171235,1
10.4178632821,2.2579198874,3.3520983574,3.4279462048,4.2760515841,3.5069891557,10.5555999762,10.3298630087,10.498465535,5.5053428256,1.0521094512,0.3328294817,10.3863672411,5.3538732515,10.4380647172,3.5985967964,4.3637167763,6.0161021336,10.4947763621,99.2718654099155,1
9.9094002786,7.4826315134,1.8316694564,7.9210402353,1.2842164061,7.2906831161,9.9413391309,9.9135791663,10.008452722,2.3471199278,0.6252585343,7.6504037579,9.756893148,9.8698890839,10.0837115861,1.1739064875,1.4724410761,10.3503607793,10.0924267278,117.959221718091,1
4.6153764758,2.9668657163,2.3630078854,3.7136426789,4.2279114714,4.1275347824,10.570785282,5.4213992457,2.9402049144,6.2979141835,10.4360633986,3.56887746,8.7076377958,10.3622652957,10.8248006208,2.7322349923,10.87711796,4.0287500416,10.4846515323,19.1931133089446,1
4.5290994814,4.4242124139,5.0941442826,4.1194803812,2.6824435721,5.6963592342,10.525157236,5.7510705331,4.2802982916,4.5667125527,10.4591116988,5.9235466478,3.450398338,10.6546532928,10.7446909807,4.1631279221,11.021557944,3.5280042972,10.4289526981,10.2805638376074,1
3.1349670375,1.1034867048,2.909336162,4.7205851152,1.5990683177,2.0827775149,10.8565300198,9.0528404258,6.2974127195,8.6699590708,10.6954563922,2.4988717442,9.4607502933,10.3831229177,10.788224483,2.9596324195,8.2578114898,1.1382426825,10.352317209,33.1463931716562,1
9.7802778633,9.2751469969,3.3590379159,8.9189187014,2.5821990304,9.1462132053,9.5358116092,10.0763066082,10.0234207417,1.1195319556,2.3687934239,8.9761358715,8.5229807416,10.0827485425,9.7551158329,3.4358527863,0.043536755,9.3866447889,10.0794243331,133.099764245295,1
9.3490974377,9.824890179,1.6186818364,9.5191126073,2.3476134762,9.4765058234,10.0774880433,10.0464764204,9.7045856863,0.4948542728,0.3715180588,9.3437244965,4.9185877765,9.4790531164,9.8722503541,4.1942441345,4.5126986117,9.5537953796,9.8248047995,144.35894491277,1
4.1138153888,5.098123088,0.5479502494,5.5012178426,0.5242765512,3.3681882259,10.5431342781,9.6392994377,4.7103380149,10.3289427942,10.1846179713,0.9906566619,10.0190617331,10.4381568063,10.3229199262,3.2022449649,8.987095642,3.4684443366,9.8258053808,44.3338831286183,1
10.3523141894,2.1898801058,9.3255383216,2.5170253088,3.7490414923,2.5539771098,10.3960990252,10.0640705315,10.2073446338,9.2486696755,4.3733126469,3.3945870449,10.4671498911,4.4952731273,9.7377707331,1.965771755,1.2953534471,0.9328123172,10.5512345161,87.9770456609557,1
0.5770297165,3.6234196342,3.5597608618,5.9419168735,3.6942869329,2.3665372382,10.5033748645,4.6826209059,1.5109292986,4.7824131575,10.6114302387,3.6613116261,2.284664034,10.5688624356,10.7854400032,2.1030678653,10.8762365043,4.7795499372,10.6696992874,14.9133682167479,1
9.6951661336,9.6169536663,3.2906159694,9.8550338827,3.5372204101,9.9531318457,9.886075899,9.4445729819,9.9122009914,3.257206678,4.6115694131,9.5013193173,5.6180262741,9.5865368451,9.7931401648,2.5662194019,2.051380889,9.4385268144,9.4338277849,146.851975615899,1
5.4188315272,3.9246183971,1.5467324977,5.0787243354,4.4112532158,3.945887611,10.2472642056,4.5911233349,3.0093454174,6.28756835,10.7794326164,2.4994785397,6.6423186093,10.8671050319,10.431957864,5.3690462285,10.469584247,1.1916018528,10.9570641659,26.7566624835553,1
6.3091152166,5.4475643103,3.3411811188,5.3929061583,2.4040316781,4.8061149855,10.6668402394,9.2268747067,4.1173482788,9.9691930172,10.3534422845,1.0884739575,9.7984975818,10.5686082339,10.3692634583,2.4559045643,8.8339950795,4.5457242066,10.0203651396,39.8581344391912,1
3.4941661286,1.9958285634,1.1872439757,5.1068003685,2.9099096639,6.4405006944,10.518083025,5.8206747559,1.5720975268,2.8664150043,10.893312292,4.5786582689,6.342923436,10.4844997294,11.0236368422,2.8312554621,10.534260029,5.2053921487,10.3341310293,13.6821884181518,1
4.8502374081,4.2347776417,6.3566985366,0.9877116247,6.2518855403,4.3002359932,11.0626987214,6.0334170583,2.7805430595,10.7320876087,3.7254267729,4.503772559,10.237777028,10.7777832767,10.5148956169,2.9274754313,3.5968210597,4.7829544205,10.4197355244,48.3305729137963,1
10.1498974606,9.7903203477,4.7130309345,9.4745788536,0.9361307083,9.7580707297,9.8228344733,9.3375108935,9.3883398441,2.1766782112,1.2523647843,9.1235539841,7.9898476038,9.6235055278,9.5110705072,5.6700253148,2.4765359055,9.9105104666,9.6669738063,134.298932445936,1
7.0622117693,5.8875862826,4.809076347,3.7700243723,1.7084738424,4.5159340952,10.3701352081,1.1163927346,0.7160897612,5.518189432,11.0381264108,3.541758402,5.0607939348,10.7381752692,10.6236751809,3.1699221387,10.4628417819,2.5053081731,10.5750203867,23.6175165760605,1
9.439871629,9.9968444402,2.7971900687,9.6528559196,3.5975362992,9.5250949534,10.0212144267,9.8457584545,10.0064643874,2.6418805586,0.0903248881,9.4237583069,4.3628997296,9.6569973182,9.5689705503,0.8844417721,1.0916812382,9.4542022271,9.5830119503,144.699691836643,1
10.0931203729,9.8149270959,2.5077092919,9.7017279648,4.6944072041,9.2953911742,9.8395641394,9.9023284066,9.2931135589,4.5975109461,0.1531051975,9.2475963874,4.9903805578,9.5521747818,10.0992379928,0.452452302,1.6631532744,9.9425654055,9.0542287061,145.195907157592,1
9.9833386153,9.247789532,2.0737497312,8.3961541232,0.2425043045,9.0864197431,9.8874286313,9.993850465,9.5802823927,1.4573696116,2.427705102,8.5716255543,8.6185881537,10.1290314874,9.9785569257,4.8209750159,1.3199311622,9.9571297785,9.7236631238,125.016707408992,1
8.3853743447,0.3755998162,9.9958282045,0.9330367012,9.5715186414,3.3551065436,10.5526001072,9.1708637797,7.4637808352,10.1302417144,6.4796227959,3.9949862596,9.7796216345,10.349199285,9.8769781502,0.8994609373,0.2024749835,3.3664341516,10.3123089841,63.0108160371183,1
9.6928798466,2.4963073895,9.5986950861,3.0029247451,8.1161869497,4.992004896,10.054143558,9.9699880737,9.525444637,10.320284285,4.3633604913,2.4947466525,9.9657687193,8.8237750327,10.008452568,2.3654254565,1.1379936949,6.8393693311,10.4307130888,79.8150558913771,1
4.1895892988,1.8912270167,4.4231140319,5.6178147702,2.3788334169,3.6503441413,10.8351797902,1.9895068904,2.9349853616,10.2803262526,7.9483974404,2.5702794727,10.5841304044,10.3980873436,11.0393249808,4.3429113812,4.0217256951,0.0793342485,10.5952253693,51.2481432754468,1
9.8138776577,9.8253822251,1.9310658168,9.9240475963,0.0767285282,9.874316948,9.3340101987,9.5404571214,9.6961870756,1.9705053174,2.9815601252,9.6340742313,4.3687244949,9.748412046,9.5877746439,2.9151502322,2.1347238989,9.8399343758,9.4347349991,150.388959624205,1
4.1849295058,2.4911578036,7.8868832377,2.6420697829,7.4110473517,0.7529795654,10.0853415925,10.0041260936,2.3746221244,10.1439458626,10.0609959018,0.1763733893,10.1642917736,10.2707190315,10.3035221798,3.5879443279,0.2557488482,2.9094182099,10.6381459926,51.6564033075805,1
4.1483325077,2.9327263095,3.7679041403,2.9889096832,0.9157266007,0.6950432801,10.3538695779,4.7644727463,1.6939986101,9.9045560318,10.0793566865,4.4395935944,10.3639690491,10.2610745566,10.793030305,3.3923643818,9.5034353667,1.5381429237,10.5593381416,40.1510224148668,1
9.6754107008,9.755077783,0.0848790181,9.9032578699,4.6808210247,9.6546558199,9.398411448,9.5723344252,9.5451102873,2.3628843036,2.5884743444,9.2027177809,5.1492370139,9.9721363846,9.7223236741,0.6785891521,2.9226324508,9.9707800115,9.7582114799,144.952179760185,1
10.3163441312,2.1215450533,2.941632641,2.0799947028,2.1245304215,1.5935930779,10.2810482686,9.9482588327,10.3673177451,1.2782985462,0.1375944026,0.1149078613,10.537370586,9.4145593715,10.2984106444,2.0963434901,5.0717952217,9.342959707,10.0326113665,108.374575587159,1
10.2856129895,5.4280502932,2.0022844828,4.0777088559,2.6997926291,6.6309701897,9.9879195958,9.9421713453,9.9954969286,2.9916110568,0.1614490157,3.6023619699,9.9338629161,9.9904478996,10.0753514179,2.8942426617,1.7753041261,10.3541585594,10.1873174993,115.07499366734,1
5.0138061565,6.6057166501,0.8962732662,5.5633388505,3.9997671338,1.8136024611,10.379221799,1.6636649648,4.9740085395,5.7345982649,11.026185576,4.0793817037,3.7114784109,10.5477662032,9.90091687,2.7890665669,11.1523578037,6.2697073108,10.5238623304,11.7979696824034,1
9.6845334044,9.8164977305,1.1864153129,9.6979958251,2.0273165692,9.7013827501,9.7491000983,10.040270572,9.6002218731,6.2896851986,1.733966241,9.0309273866,8.8086836525,9.2738907581,9.2061303528,3.5569587408,2.7050889306,9.7159828554,9.6674634676,129.780745924461,1
1.7267164049,2.1186677004,1.7494433307,1.4037294936,1.7961042266,3.9172571838,10.3424666153,9.4456120684,2.8543517904,10.3870703208,10.3234266081,0.3573046114,10.3089216643,10.3092452389,10.4306313332,3.1409783605,8.3355707124,3.0769419557,10.1090123313,46.9499530536156,1
0.3199396654,3.4287998914,3.3540412005,1.2003343992,5.2838725236,4.3053595824,10.836508067,2.7891782109,3.5409236235,1.7925900658,10.2447319132,3.7882874668,0.9807452256,10.8246560113,10.4789415491,4.2478909241,10.9178571917,3.3740327149,10.6893228795,11.9144269803586,1
9.7431633148,9.482104228,3.8501814486,9.9141490416,0.7083741721,9.8539369023,9.6278100036,9.5101045004,9.974882446,2.4546352694,0.2830938478,9.5612410309,5.6802882929,9.675132696,9.472027146,2.9811708515,0.5421284231,9.4153548441,9.9374761504,145.459304289592,1
6.2416316499,5.6824300975,4.9216811067,4.9115864627,2.0700289204,4.1715356346,10.9610486801,4.8062284256,4.183441418,2.3509324667,10.7764906623,3.6757096434,3.2589306696,10.8581751696,10.4929177318,2.7845553548,10.5977872662,2.0621317528,10.142284561,5.27745975686708,1
9.5299277376,9.6333146852,0.320905645,9.626859927,1.3741975668,9.7280624457,9.8223468925,9.8030336843,9.3051039561,2.4334284369,0.5160859545,10.0882800768,4.1365589011,9.5561419938,9.8672166549,2.3080636733,1.0122698744,9.6852299961,9.6104783793,159.019663424484,1
9.6573429201,9.8318494633,1.4408053938,9.564435626,4.7060745901,9.5595545873,9.5052951865,9.6054163357,9.8664407575,0.3707877268,2.7191061388,9.5328810735,3.4126139639,9.9283508397,9.697069773,1.6927391414,0.4019131618,9.8031845324,9.7460299566,146.721315050259,1
4.1005992328,1.3470717214,4.749146516,5.8615824158,2.478613794,4.7824248524,11.0238730432,4.8276227077,3.4781482893,5.0460843683,10.1695894704,5.9978491583,3.143806783,10.6005025148,10.7374500187,4.5566720276,10.7007865531,2.8854701015,10.5950206102,13.4823865319644,1
10.4984118477,2.4271223279,6.9480709021,2.8153031849,4.370099178,1.8341127584,10.2464533425,10.4212522285,9.9523321821,4.61071661,3.96398243,6.4042938214,10.3301594817,8.6225850566,10.5972145485,0.3638620583,1.6428703093,7.8594074272,10.2803659661,100.188227265119,1
9.5994899298,9.7984291357,1.9609403038,9.6550218946,2.8941804432,9.5804047946,9.7339921653,9.561507459,9.6922787373,4.8961583713,1.3350464344,9.8293685867,2.3961728315,9.6125299076,10.0137432169,3.0565877526,3.3584887971,9.5991804137,9.6017585536,158.528611810719,1
3.3107459963,4.3327702832,3.9300227178,2.7837808161,3.9050999918,0.6066723066,10.5356151359,7.52747003,5.3522309734,9.9659704384,10.180675887,2.7357546302,10.0019162779,10.6583321737,10.5961729509,4.6740608255,8.2101194782,4.458872233,10.5887646485,38.7941221925323,1
6.7539353835,4.7169831383,8.3314101113,1.5649256963,7.888744184,1.9472811885,10.7089889858,9.649915346,3.8878232759,10.1194978306,10.3364912274,3.9326582101,10.0161975919,9.9446176129,10.4341576498,0.7699005057,3.5252896305,2.7754829576,9.9388276657,49.7975158965364,1
5.6551527597,0.865388839,4.9469758629,0.9174610249,1.124584058,3.0131473159,10.733596203,6.2611677164,1.5038824341,7.4072829472,11.0072852756,4.2069106392,4.5522428058,11.173512264,10.3373235114,3.310185153,9.8674693681,5.3793061881,10.3246221865,26.4343620586243,1
9.6181081041,2.9348399434,9.7612048146,2.939823137,7.8612774743,2.6847735263,10.2346104019,10.0032683659,9.2487157885,10.0495967426,3.0787996349,3.1803751422,10.1530549618,7.9944826638,10.3406180028,3.8494750531,3.559406317,6.2194719631,10.4545331297,77.7915190211957,1
9.8843243022,7.8928400978,3.80810584,7.8916638038,1.7231377357,7.5515932377,10.0619459499,9.8364399457,10.1056667233,4.2388782163,1.9168221734,8.0123437007,9.4603038705,10.4372356667,10.2320102874,3.7152669031,3.2248278761,9.773212012,9.7088542165,119.435071951183,1
3.6575971915,3.8494612876,1.4082883879,4.3265064329,2.4886249642,1.6551795407,10.2028824485,6.3098656088,2.8277300579,9.8310115523,10.3281768376,3.9129971482,9.8747159006,10.0898790174,10.9112262585,3.4471826367,10.2796825556,5.379254479,10.269102954,33.1663166004213,1
9.4378718311,2.8679922397,10.4292214302,1.2376180525,9.3761628097,4.1283831912,10.4085972603,8.7545338534,9.5323490028,10.1118916282,6.3322562735,3.3521994007,10.3402773517,4.6950546384,10.1776161019,5.5223732484,2.0066299038,1.971587787,9.953611789,74.0048319617941,1
10.3414659284,9.3966315321,2.9957844844,9.4841845872,3.3544678561,9.6376467902,10.1679155197,9.2419747554,9.5258963851,4.1370979043,4.4647404092,9.5142733198,4.2780480219,9.6592335387,9.7378206747,5.1663554482,0.9856478699,9.7097997442,9.4417532415,136.099542166255,1
9.5261188794,10.0086441474,5.1845067409,9.6567870484,0.7931619039,9.4717374836,9.8711883557,9.4941856372,9.6894280578,3.2488811526,2.2984874615,9.8662823824,6.0050913771,9.530590015,9.4397425401,3.1786917938,1.3505383837,10.1280009205,9.3132607132,158.159293820173,1
5.2829152075,4.0971689221,2.8119909089,3.5194685767,4.7488931728,3.2157212843,10.1016117717,9.6398751519,6.2051686112,9.7345087166,9.9281719746,1.0719033557,10.1142272361,10.8798907367,10.6053000182,4.8174049837,8.3541449874,1.9731023049,10.2285868158,47.3476372768905,1
3.7983206122,2.9837394871,1.5938819516,1.8086221488,1.6178519673,5.1701301729,10.4090882916,4.3706172933,3.6401858754,5.9948627684,10.8366748597,3.8968839355,5.8068130194,10.5322566588,10.4618807641,1.4224226846,9.984777318,5.3844995159,11.3697481465,8.25992253918902,1
9.654751524,9.8182693277,2.75669513,9.6410912939,4.3841665433,9.2003829958,9.6144106779,9.7601053729,10.1738959755,4.0737735778,2.8740510067,9.7511077057,3.8872055265,9.4250318013,9.1968857795,2.0836743789,2.0712512083,9.8658102725,9.926465634,137.738557975594,1
10.0589118865,3.8916601126,6.530276616,3.247439716,1.3543482526,1.8447072773,10.2449152333,10.3354266758,10.3705167853,2.8496240774,3.0709371496,2.7667263702,10.3594590041,8.8605041944,10.1990255301,4.0936078183,6.2419790047,9.4025943779,10.2923927851,108.126411734608,1
3.0757461444,0.9204891659,4.4286559549,2.7355954507,2.3099414036,1.9739883592,10.735373372,3.2080179423,0.7676108493,8.9389359349,10.8764907855,0.4123231019,5.3464823805,10.4173233892,10.417386347,2.7812821329,10.1708370292,4.3432765646,10.912996554,27.0239812967143,1
10.0791828122,2.1322357735,9.4332185759,1.5091904586,1.6838486235,4.1575832555,9.722134269,9.8308126615,10.2521974008,9.8771311829,9.4530632007,3.2182008295,10.3390684768,5.9453822986,10.2210408656,2.2514802097,2.1205219409,3.2216578805,9.9988744863,82.7291496826034,1
9.5814774342,9.8690601206,1.1026353996,10.0268771034,1.325182827,9.8097058185,9.5896232078,9.6768691691,9.7735494368,1.1218674,1.3827290821,9.8339611688,2.1696352328,9.3623338209,9.6610483076,5.3663848518,4.1026267392,9.5770932849,9.4431409957,153.254333917205,1
1.8856373688,4.2137696185,7.9577845251,2.8284465014,8.0797874115,4.2991640307,10.1757410105,9.9590466489,5.0078472386,10.1546014212,10.092665317,3.4810173135,10.1038928457,10.4232560937,10.1367267904,4.6223299332,5.3189815378,3.637061606,10.3958696421,51.6745768921886,1
9.7265321152,9.8812244154,0.458561776,9.3426624542,1.5255060547,9.8148099278,9.5377557394,9.7514484156,9.4704763215,1.6096536849,3.2029346562,9.9630870606,4.5551763286,9.3369455876,9.8489890169,4.2509000114,4.3407654368,9.5767206931,9.8981393675,142.70754263754,1
10.0341758381,5.8002273744,7.2592774254,0.5120181215,7.2362201915,4.6426841858,10.1377144933,10.2290819535,10.0504158775,6.1378827467,1.8294130775,2.0595000779,10.5755645758,9.3828792833,10.4932433864,1.9552723668,1.9649522361,9.2233345943,9.7788507944,106.973845194384,1
6.5157949212,6.0228362824,3.684021934,5.7645645453,5.9559432965,4.1968571694,10.4013385456,7.8900130443,2.296046875,9.0738805346,10.4229793499,5.0236455088,10.175512612,10.6855750996,10.2722534506,1.6573856921,9.3754408647,4.7824344319,10.492894733,37.5916408945031,1
10.0067879115,9.6810065165,3.6235487662,9.9154996699,5.0669635956,9.6112038756,9.5659713322,9.7178827152,9.3310678261,2.4887591524,5.2254847629,9.441346853,3.8338936558,9.8263007118,9.7116991098,2.635067897,4.4369488347,9.749977602,9.5384881892,144.476355145741,1
9.5966965712,9.1378914003,4.0592021204,9.6562593041,2.0468400282,9.5487609104,9.5384740614,9.2104449723,9.6472974705,0.5651403047,3.5646589981,9.805973421,7.4898826181,9.7733263857,10.1565661989,1.7221144728,1.1079940183,9.5857411553,10.0876757767,147.089175677323,1
9.6391738891,9.890970167,4.1378189363,9.5191886539,3.5378900665,9.5748793539,9.5153777099,9.766521343,9.8175042845,3.6354696398,2.8169090839,9.0408628871,6.7113243328,9.9549199513,10.1405443657,2.5709799134,2.7383557611,9.5575543538,9.4572173522,147.128249574824,1
2.6828971494,3.0580733846,4.5479273182,4.0680412415,3.2242174052,3.9682474956,10.3923130257,7.2009071729,1.9033681103,10.4362922084,0.6422170143,2.6452148437,10.4482477225,10.9655634874,10.6664069623,2.0387645501,5.1550533999,0.0372582942,10.9571158665,50.2855267958837,1
1.6934700877,2.2780081448,1.2388351008,2.3725860846,3.8349068166,6.4882972263,10.8742081279,4.9327449438,4.6609459015,2.8729013785,10.5301558516,4.367857102,7.1475456477,10.5074862607,10.2763108244,4.5825174418,10.7466348533,3.2410952397,10.8692762889,26.3264148579344,1
9.3706957654,10.0925440475,0.8989946609,9.3611404078,3.5973549869,9.5602074905,9.539017863,9.9296770876,9.6426879247,3.1073345653,1.162661078,9.5979564829,5.4334130236,10.0091362714,9.4728548807,3.4974222725,2.1489070339,9.5916792872,9.9108543879,142.30816609645,1
