Regulator	Target	SINGE_Score
DKK1	GATA4	7e-05
WNT4	GATA4	7e-05
CBX2	DMRT1	7e-05
DKK1	FGF9	7e-05
SRY	FGF9	7e-05
FOXL2	DHH	6e-05
WT1pKTS	NR0B1	6e-05
NR5A1	CTNNB1	6e-05
WT1mKTS	RSPO1	6e-05
CBX2	SOX9	6e-05
UGR	PGD2	6e-05
DHH	DMRT1	6e-05
DHH	WNT4	6e-05
CBX2	PGD2	6e-05
FOXL2	AMH	6e-05
NR0B1	SRY	6e-05
SOX9	FGF9	6e-05
FGF9	SOX9	6e-05
SRY	DKK1	6e-05
DHH	SOX9	6e-05
CBX2	WT1pKTS	6e-05
NR0B1	FGF9	6e-05
SOX9	PGD2	6e-05
DMRT1	WT1mKTS	6e-05
WNT4	DMRT1	6e-05
CBX2	FGF9	6e-05
CTNNB1	PGD2	6e-05
AMH	WT1mKTS	5e-05
SOX9	WT1mKTS	5e-05
SRY	WT1mKTS	5e-05
DMRT1	NR0B1	5e-05
RSPO1	CTNNB1	5e-05
DKK1	DMRT1	5e-05
NR0B1	PGD2	5e-05
CTNNB1	DKK1	5e-05
WNT4	WT1mKTS	5e-05
UGR	DKK1	5e-05
DHH	NR0B1	5e-05
CTNNB1	GATA4	5e-05
RSPO1	PGD2	5e-05
UGR	SOX9	5e-05
SOX9	GATA4	5e-05
DMRT1	NR5A1	5e-05
DMRT1	GATA4	5e-05
SRY	GATA4	5e-05
FOXL2	WT1pKTS	5e-05
FGF9	DKK1	5e-05
RSPO1	WT1mKTS	5e-05
WNT4	FGF9	5e-05
NR5A1	AMH	5e-05
WT1pKTS	PGD2	5e-05
PGD2	GATA4	5e-05
